,Runtime,Runtime_0_30,Runtime_31_45,Runtime_46_60,Runtime_61_75,Runtime_76_90,Runtime_91_105,Runtime_106_120,Runtime_121_135,Runtime_136_150,Runtime_151_175,Runtime_176_190,Runtime_191+
2597,89.0,0,0,0,0,1,0,0,0,0,0,0,0
2598,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2599,123.0,0,0,0,0,0,0,0,1,0,0,0,0
2600,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2601,25.0,1,0,0,0,0,0,0,0,0,0,0,0
2602,97.0,0,0,0,0,0,1,0,0,0,0,0,0
2603,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2604,115.0,0,0,0,0,0,0,1,0,0,0,0,0
2605,,0,0,0,0,0,0,0,0,0,0,0,0
2606,123.0,0,0,0,0,0,0,0,1,0,0,0,0
2607,99.0,0,0,0,0,0,1,0,0,0,0,0,0
2608,23.0,1,0,0,0,0,0,0,0,0,0,0,0
2609,34.0,0,1,0,0,0,0,0,0,0,0,0,0
2610,122.0,0,0,0,0,0,0,0,1,0,0,0,0
2611,115.0,0,0,0,0,0,0,1,0,0,0,0,0
2612,108.0,0,0,0,0,0,0,1,0,0,0,0,0
2613,72.0,0,0,0,1,0,0,0,0,0,0,0,0
2614,147.0,0,0,0,0,0,0,0,0,1,0,0,0
2615,145.0,0,0,0,0,0,0,0,0,1,0,0,0
2616,50.0,0,0,1,0,0,0,0,0,0,0,0,0
2617,93.0,0,0,0,0,0,1,0,0,0,0,0,0
2618,139.0,0,0,0,0,0,0,0,0,1,0,0,0
2619,98.0,0,0,0,0,0,1,0,0,0,0,0,0
2620,118.0,0,0,0,0,0,0,1,0,0,0,0,0
2621,93.0,0,0,0,0,0,1,0,0,0,0,0,0
2622,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2623,66.0,0,0,0,1,0,0,0,0,0,0,0,0
2624,108.0,0,0,0,0,0,0,1,0,0,0,0,0
2625,129.0,0,0,0,0,0,0,0,1,0,0,0,0
2626,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2627,140.0,0,0,0,0,0,0,0,0,1,0,0,0
2628,28.0,1,0,0,0,0,0,0,0,0,0,0,0
2629,64.0,0,0,0,1,0,0,0,0,0,0,0,0
2630,107.0,0,0,0,0,0,0,1,0,0,0,0,0
2631,110.0,0,0,0,0,0,0,1,0,0,0,0,0
2632,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2633,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2634,46.0,0,0,0,0,0,0,0,0,0,0,0,0
2635,126.0,0,0,0,0,0,0,0,1,0,0,0,0
2636,,0,0,0,0,0,0,0,0,0,0,0,0
2637,107.0,0,0,0,0,0,0,1,0,0,0,0,0
2638,89.0,0,0,0,0,1,0,0,0,0,0,0,0
2639,96.0,0,0,0,0,0,1,0,0,0,0,0,0
2640,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2641,80.0,0,0,0,0,1,0,0,0,0,0,0,0
2642,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2643,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2644,127.0,0,0,0,0,0,0,0,1,0,0,0,0
2645,110.0,0,0,0,0,0,0,1,0,0,0,0,0
2646,99.0,0,0,0,0,0,1,0,0,0,0,0,0
2647,29.0,1,0,0,0,0,0,0,0,0,0,0,0
2648,139.0,0,0,0,0,0,0,0,0,1,0,0,0
2649,86.0,0,0,0,0,1,0,0,0,0,0,0,0
2650,101.0,0,0,0,0,0,1,0,0,0,0,0,0
2651,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2652,76.0,0,0,0,0,0,0,0,0,0,0,0,0
2653,70.0,0,0,0,1,0,0,0,0,0,0,0,0
2654,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2655,158.0,0,0,0,0,0,0,0,0,0,1,0,0
2656,,0,0,0,0,0,0,0,0,0,0,0,0
2657,108.0,0,0,0,0,0,0,1,0,0,0,0,0
2658,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2659,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2660,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2661,22.0,1,0,0,0,0,0,0,0,0,0,0,0
2662,82.0,0,0,0,0,1,0,0,0,0,0,0,0
2663,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2664,125.0,0,0,0,0,0,0,0,1,0,0,0,0
2665,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2666,,0,0,0,0,0,0,0,0,0,0,0,0
2667,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2668,91.0,0,0,0,0,0,0,0,0,0,0,0,0
2669,124.0,0,0,0,0,0,0,0,1,0,0,0,0
2670,30.0,1,0,0,0,0,0,0,0,0,0,0,0
2671,44.0,0,1,0,0,0,0,0,0,0,0,0,0
2672,,0,0,0,0,0,0,0,0,0,0,0,0
2673,84.0,0,0,0,0,1,0,0,0,0,0,0,0
2674,92.0,0,0,0,0,0,1,0,0,0,0,0,0
2675,97.0,0,0,0,0,0,1,0,0,0,0,0,0
2676,98.0,0,0,0,0,0,1,0,0,0,0,0,0
2677,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2678,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2679,148.0,0,0,0,0,0,0,0,0,1,0,0,0
2680,148.0,0,0,0,0,0,0,0,0,1,0,0,0
2681,117.0,0,0,0,0,0,0,1,0,0,0,0,0
2682,43.0,0,1,0,0,0,0,0,0,0,0,0,0
2683,91.0,0,0,0,0,0,0,0,0,0,0,0,0
2684,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2685,,0,0,0,0,0,0,0,0,0,0,0,0
2686,74.0,0,0,0,1,0,0,0,0,0,0,0,0
2687,130.0,0,0,0,0,0,0,0,1,0,0,0,0
2688,63.0,0,0,0,1,0,0,0,0,0,0,0,0
2689,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2690,119.0,0,0,0,0,0,0,1,0,0,0,0,0
2691,58.0,0,0,1,0,0,0,0,0,0,0,0,0
2692,101.0,0,0,0,0,0,1,0,0,0,0,0,0
2693,80.0,0,0,0,0,1,0,0,0,0,0,0,0
2694,29.0,1,0,0,0,0,0,0,0,0,0,0,0
2695,115.0,0,0,0,0,0,0,1,0,0,0,0,0
2696,,0,0,0,0,0,0,0,0,0,0,0,0
2697,47.0,0,0,1,0,0,0,0,0,0,0,0,0
2698,114.0,0,0,0,0,0,0,1,0,0,0,0,0
2699,108.0,0,0,0,0,0,0,1,0,0,0,0,0
2700,19.0,1,0,0,0,0,0,0,0,0,0,0,0
2701,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2702,68.0,0,0,0,1,0,0,0,0,0,0,0,0
2703,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2704,110.0,0,0,0,0,0,0,1,0,0,0,0,0
2705,80.0,0,0,0,0,1,0,0,0,0,0,0,0
2706,58.0,0,0,1,0,0,0,0,0,0,0,0,0
2707,133.0,0,0,0,0,0,0,0,1,0,0,0,0
2708,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2709,97.0,0,0,0,0,0,1,0,0,0,0,0,0
2710,125.0,0,0,0,0,0,0,0,1,0,0,0,0
2711,26.0,1,0,0,0,0,0,0,0,0,0,0,0
2712,84.0,0,0,0,0,1,0,0,0,0,0,0,0
2713,82.0,0,0,0,0,1,0,0,0,0,0,0,0
2714,114.0,0,0,0,0,0,0,1,0,0,0,0,0
2715,114.0,0,0,0,0,0,0,1,0,0,0,0,0
2716,97.0,0,0,0,0,0,1,0,0,0,0,0,0
2717,82.0,0,0,0,0,1,0,0,0,0,0,0,0
2718,124.0,0,0,0,0,0,0,0,1,0,0,0,0
2719,130.0,0,0,0,0,0,0,0,1,0,0,0,0
2720,111.0,0,0,0,0,0,0,1,0,0,0,0,0
2721,,0,0,0,0,0,0,0,0,0,0,0,0
2722,85.0,0,0,0,0,1,0,0,0,0,0,0,0
2723,109.0,0,0,0,0,0,0,1,0,0,0,0,0
2724,130.0,0,0,0,0,0,0,0,1,0,0,0,0
2725,28.0,1,0,0,0,0,0,0,0,0,0,0,0
2726,110.0,0,0,0,0,0,0,1,0,0,0,0,0
2727,80.0,0,0,0,0,1,0,0,0,0,0,0,0
2728,75.0,0,0,0,1,0,0,0,0,0,0,0,0
2729,84.0,0,0,0,0,1,0,0,0,0,0,0,0
2730,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2731,114.0,0,0,0,0,0,0,1,0,0,0,0,0
2732,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2733,94.0,0,0,0,0,0,1,0,0,0,0,0,0
2734,112.0,0,0,0,0,0,0,1,0,0,0,0,0
2735,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2736,57.0,0,0,1,0,0,0,0,0,0,0,0,0
2737,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2738,125.0,0,0,0,0,0,0,0,1,0,0,0,0
2739,85.0,0,0,0,0,1,0,0,0,0,0,0,0
2740,86.0,0,0,0,0,1,0,0,0,0,0,0,0
2741,144.0,0,0,0,0,0,0,0,0,1,0,0,0
2742,86.0,0,0,0,0,1,0,0,0,0,0,0,0
2743,86.0,0,0,0,0,1,0,0,0,0,0,0,0
2744,63.0,0,0,0,1,0,0,0,0,0,0,0,0
2745,125.0,0,0,0,0,0,0,0,1,0,0,0,0
2746,85.0,0,0,0,0,1,0,0,0,0,0,0,0
2747,25.0,1,0,0,0,0,0,0,0,0,0,0,0
2748,114.0,0,0,0,0,0,0,1,0,0,0,0,0
2749,118.0,0,0,0,0,0,0,1,0,0,0,0,0
2750,46.0,0,0,0,0,0,0,0,0,0,0,0,0
2751,27.0,1,0,0,0,0,0,0,0,0,0,0,0
2752,119.0,0,0,0,0,0,0,1,0,0,0,0,0
2753,124.0,0,0,0,0,0,0,0,1,0,0,0,0
2754,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2755,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2756,105.0,0,0,0,0,0,1,0,0,0,0,0,0
2757,60.0,0,0,1,0,0,0,0,0,0,0,0,0
2758,137.0,0,0,0,0,0,0,0,0,1,0,0,0
2759,73.0,0,0,0,1,0,0,0,0,0,0,0,0
2760,117.0,0,0,0,0,0,0,1,0,0,0,0,0
2761,69.0,0,0,0,1,0,0,0,0,0,0,0,0
2762,107.0,0,0,0,0,0,0,1,0,0,0,0,0
2763,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2764,82.0,0,0,0,0,1,0,0,0,0,0,0,0
2765,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2766,116.0,0,0,0,0,0,0,1,0,0,0,0,0
2767,59.0,0,0,1,0,0,0,0,0,0,0,0,0
2768,86.0,0,0,0,0,1,0,0,0,0,0,0,0
2769,82.0,0,0,0,0,1,0,0,0,0,0,0,0
2770,136.0,0,0,0,0,0,0,0,0,0,0,0,0
2771,45.0,0,1,0,0,0,0,0,0,0,0,0,0
2772,138.0,0,0,0,0,0,0,0,0,1,0,0,0
2773,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2774,86.0,0,0,0,0,1,0,0,0,0,0,0,0
2775,119.0,0,0,0,0,0,0,1,0,0,0,0,0
2776,137.0,0,0,0,0,0,0,0,0,1,0,0,0
2777,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2778,121.0,0,0,0,0,0,0,0,0,0,0,0,0
2779,92.0,0,0,0,0,0,1,0,0,0,0,0,0
2780,130.0,0,0,0,0,0,0,0,1,0,0,0,0
2781,79.0,0,0,0,0,1,0,0,0,0,0,0,0
2782,131.0,0,0,0,0,0,0,0,1,0,0,0,0
2783,127.0,0,0,0,0,0,0,0,1,0,0,0,0
2784,105.0,0,0,0,0,0,1,0,0,0,0,0,0
2785,101.0,0,0,0,0,0,1,0,0,0,0,0,0
2786,112.0,0,0,0,0,0,0,1,0,0,0,0,0
2787,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2788,96.0,0,0,0,0,0,1,0,0,0,0,0,0
2789,87.0,0,0,0,0,1,0,0,0,0,0,0,0
2790,59.0,0,0,1,0,0,0,0,0,0,0,0,0
2791,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2792,101.0,0,0,0,0,0,1,0,0,0,0,0,0
2793,125.0,0,0,0,0,0,0,0,1,0,0,0,0
2794,80.0,0,0,0,0,1,0,0,0,0,0,0,0
2795,155.0,0,0,0,0,0,0,0,0,0,1,0,0
2796,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2797,67.0,0,0,0,1,0,0,0,0,0,0,0,0
2798,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2799,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2800,111.0,0,0,0,0,0,0,1,0,0,0,0,0
2801,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2802,13.0,1,0,0,0,0,0,0,0,0,0,0,0
2803,,0,0,0,0,0,0,0,0,0,0,0,0
2804,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2805,109.0,0,0,0,0,0,0,1,0,0,0,0,0
2806,22.0,1,0,0,0,0,0,0,0,0,0,0,0
2807,24.0,1,0,0,0,0,0,0,0,0,0,0,0
2808,45.0,0,1,0,0,0,0,0,0,0,0,0,0
2809,140.0,0,0,0,0,0,0,0,0,1,0,0,0
2810,55.0,0,0,1,0,0,0,0,0,0,0,0,0
2811,62.0,0,0,0,1,0,0,0,0,0,0,0,0
2812,50.0,0,0,1,0,0,0,0,0,0,0,0,0
2813,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2814,121.0,0,0,0,0,0,0,0,0,0,0,0,0
2815,68.0,0,0,0,1,0,0,0,0,0,0,0,0
2816,107.0,0,0,0,0,0,0,1,0,0,0,0,0
2817,,0,0,0,0,0,0,0,0,0,0,0,0
2818,150.0,0,0,0,0,0,0,0,0,1,0,0,0
2819,17.0,1,0,0,0,0,0,0,0,0,0,0,0
2820,,0,0,0,0,0,0,0,0,0,0,0,0
2821,98.0,0,0,0,0,0,1,0,0,0,0,0,0
2822,137.0,0,0,0,0,0,0,0,0,1,0,0,0
2823,44.0,0,1,0,0,0,0,0,0,0,0,0,0
2824,64.0,0,0,0,1,0,0,0,0,0,0,0,0
2825,28.0,1,0,0,0,0,0,0,0,0,0,0,0
2826,54.0,0,0,1,0,0,0,0,0,0,0,0,0
2827,101.0,0,0,0,0,0,1,0,0,0,0,0,0
2828,67.0,0,0,0,1,0,0,0,0,0,0,0,0
2829,40.0,0,1,0,0,0,0,0,0,0,0,0,0
2830,99.0,0,0,0,0,0,1,0,0,0,0,0,0
2831,121.0,0,0,0,0,0,0,0,0,0,0,0,0
2832,150.0,0,0,0,0,0,0,0,0,1,0,0,0
2833,97.0,0,0,0,0,0,1,0,0,0,0,0,0
2834,111.0,0,0,0,0,0,0,1,0,0,0,0,0
2835,98.0,0,0,0,0,0,1,0,0,0,0,0,0
2836,,0,0,0,0,0,0,0,0,0,0,0,0
2837,94.0,0,0,0,0,0,1,0,0,0,0,0,0
2838,62.0,0,0,0,1,0,0,0,0,0,0,0,0
2839,107.0,0,0,0,0,0,0,1,0,0,0,0,0
2840,93.0,0,0,0,0,0,1,0,0,0,0,0,0
2841,125.0,0,0,0,0,0,0,0,1,0,0,0,0
2842,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2843,115.0,0,0,0,0,0,0,1,0,0,0,0,0
2844,65.0,0,0,0,1,0,0,0,0,0,0,0,0
2845,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2846,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2847,118.0,0,0,0,0,0,0,1,0,0,0,0,0
2848,109.0,0,0,0,0,0,0,1,0,0,0,0,0
2849,75.0,0,0,0,1,0,0,0,0,0,0,0,0
2850,50.0,0,0,1,0,0,0,0,0,0,0,0,0
2851,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2852,,0,0,0,0,0,0,0,0,0,0,0,0
2853,110.0,0,0,0,0,0,0,1,0,0,0,0,0
2854,58.0,0,0,1,0,0,0,0,0,0,0,0,0
2855,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2856,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2857,108.0,0,0,0,0,0,0,1,0,0,0,0,0
2858,159.0,0,0,0,0,0,0,0,0,0,1,0,0
2859,69.0,0,0,0,1,0,0,0,0,0,0,0,0
2860,84.0,0,0,0,0,1,0,0,0,0,0,0,0
2861,39.0,0,1,0,0,0,0,0,0,0,0,0,0
2862,165.0,0,0,0,0,0,0,0,0,0,1,0,0
2863,137.0,0,0,0,0,0,0,0,0,1,0,0,0
2864,110.0,0,0,0,0,0,0,1,0,0,0,0,0
2865,115.0,0,0,0,0,0,0,1,0,0,0,0,0
2866,103.0,0,0,0,0,0,1,0,0,0,0,0,0
2867,60.0,0,0,1,0,0,0,0,0,0,0,0,0
2868,45.0,0,1,0,0,0,0,0,0,0,0,0,0
2869,96.0,0,0,0,0,0,1,0,0,0,0,0,0
2870,77.0,0,0,0,0,1,0,0,0,0,0,0,0
2871,126.0,0,0,0,0,0,0,0,1,0,0,0,0
2872,91.0,0,0,0,0,0,0,0,0,0,0,0,0
2873,80.0,0,0,0,0,1,0,0,0,0,0,0,0
2874,45.0,0,1,0,0,0,0,0,0,0,0,0,0
2875,108.0,0,0,0,0,0,0,1,0,0,0,0,0
2876,53.0,0,0,1,0,0,0,0,0,0,0,0,0
2877,70.0,0,0,0,1,0,0,0,0,0,0,0,0
2878,138.0,0,0,0,0,0,0,0,0,1,0,0,0
2879,81.0,0,0,0,0,1,0,0,0,0,0,0,0
2880,81.0,0,0,0,0,1,0,0,0,0,0,0,0
2881,75.0,0,0,0,1,0,0,0,0,0,0,0,0
2882,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2883,59.0,0,0,1,0,0,0,0,0,0,0,0,0
2884,30.0,1,0,0,0,0,0,0,0,0,0,0,0
2885,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2886,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2887,87.0,0,0,0,0,1,0,0,0,0,0,0,0
2888,38.0,0,1,0,0,0,0,0,0,0,0,0,0
2889,19.0,1,0,0,0,0,0,0,0,0,0,0,0
2890,,0,0,0,0,0,0,0,0,0,0,0,0
2891,80.0,0,0,0,0,1,0,0,0,0,0,0,0
2892,83.0,0,0,0,0,1,0,0,0,0,0,0,0
2893,128.0,0,0,0,0,0,0,0,1,0,0,0,0
2894,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2895,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2896,60.0,0,0,1,0,0,0,0,0,0,0,0,0
2897,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2898,135.0,0,0,0,0,0,0,0,1,0,0,0,0
2899,,0,0,0,0,0,0,0,0,0,0,0,0
2900,109.0,0,0,0,0,0,0,1,0,0,0,0,0
2901,78.0,0,0,0,0,1,0,0,0,0,0,0,0
2902,91.0,0,0,0,0,0,0,0,0,0,0,0,0
2903,45.0,0,1,0,0,0,0,0,0,0,0,0,0
2904,150.0,0,0,0,0,0,0,0,0,1,0,0,0
2905,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2906,103.0,0,0,0,0,0,1,0,0,0,0,0,0
2907,104.0,0,0,0,0,0,1,0,0,0,0,0,0
2908,50.0,0,0,1,0,0,0,0,0,0,0,0,0
2909,59.0,0,0,1,0,0,0,0,0,0,0,0,0
2910,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2911,105.0,0,0,0,0,0,1,0,0,0,0,0,0
2912,125.0,0,0,0,0,0,0,0,1,0,0,0,0
2913,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2914,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2915,94.0,0,0,0,0,0,1,0,0,0,0,0,0
2916,150.0,0,0,0,0,0,0,0,0,1,0,0,0
2917,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2918,25.0,1,0,0,0,0,0,0,0,0,0,0,0
2919,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2920,45.0,0,1,0,0,0,0,0,0,0,0,0,0
2921,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2922,102.0,0,0,0,0,0,1,0,0,0,0,0,0
2923,94.0,0,0,0,0,0,1,0,0,0,0,0,0
2924,30.0,1,0,0,0,0,0,0,0,0,0,0,0
2925,97.0,0,0,0,0,0,1,0,0,0,0,0,0
2926,83.0,0,0,0,0,1,0,0,0,0,0,0,0
2927,63.0,0,0,0,1,0,0,0,0,0,0,0,0
2928,115.0,0,0,0,0,0,0,1,0,0,0,0,0
2929,114.0,0,0,0,0,0,0,1,0,0,0,0,0
2930,44.0,0,1,0,0,0,0,0,0,0,0,0,0
2931,44.0,0,1,0,0,0,0,0,0,0,0,0,0
2932,119.0,0,0,0,0,0,0,1,0,0,0,0,0
2933,61.0,0,0,0,0,0,0,0,0,0,0,0,0
2934,118.0,0,0,0,0,0,0,1,0,0,0,0,0
2935,89.0,0,0,0,0,1,0,0,0,0,0,0,0
2936,155.0,0,0,0,0,0,0,0,0,0,1,0,0
2937,74.0,0,0,0,1,0,0,0,0,0,0,0,0
2938,99.0,0,0,0,0,0,1,0,0,0,0,0,0
2939,126.0,0,0,0,0,0,0,0,1,0,0,0,0
2940,99.0,0,0,0,0,0,1,0,0,0,0,0,0
2941,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2942,83.0,0,0,0,0,1,0,0,0,0,0,0,0
2943,119.0,0,0,0,0,0,0,1,0,0,0,0,0
2944,18.0,1,0,0,0,0,0,0,0,0,0,0,0
2945,69.0,0,0,0,1,0,0,0,0,0,0,0,0
2946,65.0,0,0,0,1,0,0,0,0,0,0,0,0
2947,56.0,0,0,1,0,0,0,0,0,0,0,0,0
2948,92.0,0,0,0,0,0,1,0,0,0,0,0,0
2949,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2950,60.0,0,0,1,0,0,0,0,0,0,0,0,0
2951,92.0,0,0,0,0,0,1,0,0,0,0,0,0
2952,94.0,0,0,0,0,0,1,0,0,0,0,0,0
2953,94.0,0,0,0,0,0,1,0,0,0,0,0,0
2954,84.0,0,0,0,0,1,0,0,0,0,0,0,0
2955,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2956,63.0,0,0,0,1,0,0,0,0,0,0,0,0
2957,87.0,0,0,0,0,1,0,0,0,0,0,0,0
2958,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2959,119.0,0,0,0,0,0,0,1,0,0,0,0,0
2960,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2961,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2962,92.0,0,0,0,0,0,1,0,0,0,0,0,0
2963,140.0,0,0,0,0,0,0,0,0,1,0,0,0
2964,90.0,0,0,0,0,1,0,0,0,0,0,0,0
2965,59.0,0,0,1,0,0,0,0,0,0,0,0,0
2966,58.0,0,0,1,0,0,0,0,0,0,0,0,0
2967,34.0,0,1,0,0,0,0,0,0,0,0,0,0
2968,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2969,72.0,0,0,0,1,0,0,0,0,0,0,0,0
2970,85.0,0,0,0,0,1,0,0,0,0,0,0,0
2971,,0,0,0,0,0,0,0,0,0,0,0,0
2972,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2973,140.0,0,0,0,0,0,0,0,0,1,0,0,0
2974,105.0,0,0,0,0,0,1,0,0,0,0,0,0
2975,114.0,0,0,0,0,0,0,1,0,0,0,0,0
2976,60.0,0,0,1,0,0,0,0,0,0,0,0,0
2977,,0,0,0,0,0,0,0,0,0,0,0,0
2978,89.0,0,0,0,0,1,0,0,0,0,0,0,0
2979,127.0,0,0,0,0,0,0,0,1,0,0,0,0
2980,101.0,0,0,0,0,0,1,0,0,0,0,0,0
2981,,0,0,0,0,0,0,0,0,0,0,0,0
2982,75.0,0,0,0,1,0,0,0,0,0,0,0,0
2983,106.0,0,0,0,0,0,0,0,0,0,0,0,0
2984,110.0,0,0,0,0,0,0,1,0,0,0,0,0
2985,128.0,0,0,0,0,0,0,0,1,0,0,0,0
2986,,0,0,0,0,0,0,0,0,0,0,0,0
2987,101.0,0,0,0,0,0,1,0,0,0,0,0,0
2988,146.0,0,0,0,0,0,0,0,0,1,0,0,0
2989,87.0,0,0,0,0,1,0,0,0,0,0,0,0
2990,97.0,0,0,0,0,0,1,0,0,0,0,0,0
2991,96.0,0,0,0,0,0,1,0,0,0,0,0,0
2992,120.0,0,0,0,0,0,0,1,0,0,0,0,0
2993,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2994,57.0,0,0,1,0,0,0,0,0,0,0,0,0
2995,100.0,0,0,0,0,0,1,0,0,0,0,0,0
2996,88.0,0,0,0,0,1,0,0,0,0,0,0,0
2997,95.0,0,0,0,0,0,1,0,0,0,0,0,0
2998,84.0,0,0,0,0,1,0,0,0,0,0,0,0
2999,114.0,0,0,0,0,0,0,1,0,0,0,0,0
3000,125.0,0,0,0,0,0,0,0,1,0,0,0,0
3001,11.0,1,0,0,0,0,0,0,0,0,0,0,0
3002,103.0,0,0,0,0,0,1,0,0,0,0,0,0
3003,106.0,0,0,0,0,0,0,0,0,0,0,0,0
3004,123.0,0,0,0,0,0,0,0,1,0,0,0,0
3005,61.0,0,0,0,0,0,0,0,0,0,0,0,0
3006,100.0,0,0,0,0,0,1,0,0,0,0,0,0
3007,58.0,0,0,1,0,0,0,0,0,0,0,0,0
3008,122.0,0,0,0,0,0,0,0,1,0,0,0,0
3009,82.0,0,0,0,0,1,0,0,0,0,0,0,0
3010,102.0,0,0,0,0,0,1,0,0,0,0,0,0
3011,43.0,0,1,0,0,0,0,0,0,0,0,0,0
3012,98.0,0,0,0,0,0,1,0,0,0,0,0,0
3013,,0,0,0,0,0,0,0,0,0,0,0,0
3014,109.0,0,0,0,0,0,0,1,0,0,0,0,0
3015,95.0,0,0,0,0,0,1,0,0,0,0,0,0
3016,120.0,0,0,0,0,0,0,1,0,0,0,0,0
3017,85.0,0,0,0,0,1,0,0,0,0,0,0,0
3018,115.0,0,0,0,0,0,0,1,0,0,0,0,0
3019,120.0,0,0,0,0,0,0,1,0,0,0,0,0
3020,130.0,0,0,0,0,0,0,0,1,0,0,0,0
3021,92.0,0,0,0,0,0,1,0,0,0,0,0,0
3022,94.0,0,0,0,0,0,1,0,0,0,0,0,0
3023,,0,0,0,0,0,0,0,0,0,0,0,0
3024,136.0,0,0,0,0,0,0,0,0,0,0,0,0
3025,90.0,0,0,0,0,1,0,0,0,0,0,0,0
3026,,0,0,0,0,0,0,0,0,0,0,0,0
3027,82.0,0,0,0,0,1,0,0,0,0,0,0,0
3028,114.0,0,0,0,0,0,0,1,0,0,0,0,0
3029,87.0,0,0,0,0,1,0,0,0,0,0,0,0
3030,101.0,0,0,0,0,0,1,0,0,0,0,0,0
3031,51.0,0,0,1,0,0,0,0,0,0,0,0,0
3032,47.0,0,0,1,0,0,0,0,0,0,0,0,0
3033,93.0,0,0,0,0,0,1,0,0,0,0,0,0
3034,47.0,0,0,1,0,0,0,0,0,0,0,0,0
3035,113.0,0,0,0,0,0,0,1,0,0,0,0,0
3036,109.0,0,0,0,0,0,0,1,0,0,0,0,0
3037,37.0,0,1,0,0,0,0,0,0,0,0,0,0
3038,98.0,0,0,0,0,0,1,0,0,0,0,0,0
3039,140.0,0,0,0,0,0,0,0,0,1,0,0,0
3040,95.0,0,0,0,0,0,1,0,0,0,0,0,0
3041,128.0,0,0,0,0,0,0,0,1,0,0,0,0
3042,58.0,0,0,1,0,0,0,0,0,0,0,0,0
3043,85.0,0,0,0,0,1,0,0,0,0,0,0,0
3044,120.0,0,0,0,0,0,0,1,0,0,0,0,0
3045,114.0,0,0,0,0,0,0,1,0,0,0,0,0
3046,106.0,0,0,0,0,0,0,0,0,0,0,0,0
