,Runtime,Runtime_0_30,Runtime_31_45,Runtime_46_60,Runtime_61_75,Runtime_76_90,Runtime_91_105,Runtime_106_120,Runtime_121_135,Runtime_136_150,Runtime_151_175,Runtime_176_190,Runtime_191+
243,145.0,0,0,0,0,0,0,0,0,1,0,0,0
244,88.0,0,0,0,0,1,0,0,0,0,0,0,0
245,,0,0,0,0,0,0,0,0,0,0,0,0
246,95.0,0,0,0,0,0,1,0,0,0,0,0,0
247,121.0,0,0,0,0,0,0,0,0,0,0,0,0
248,138.0,0,0,0,0,0,0,0,0,1,0,0,0
249,123.0,0,0,0,0,0,0,0,1,0,0,0,0
250,117.0,0,0,0,0,0,0,1,0,0,0,0,0
251,104.0,0,0,0,0,0,1,0,0,0,0,0,0
252,97.0,0,0,0,0,0,1,0,0,0,0,0,0
253,136.0,0,0,0,0,0,0,0,0,0,0,0,0
254,110.0,0,0,0,0,0,0,1,0,0,0,0,0
255,126.0,0,0,0,0,0,0,0,1,0,0,0,0
256,74.0,0,0,0,1,0,0,0,0,0,0,0,0
257,100.0,0,0,0,0,0,1,0,0,0,0,0,0
258,101.0,0,0,0,0,0,1,0,0,0,0,0,0
259,95.0,0,0,0,0,0,1,0,0,0,0,0,0
260,130.0,0,0,0,0,0,0,0,1,0,0,0,0
261,82.0,0,0,0,0,1,0,0,0,0,0,0,0
262,109.0,0,0,0,0,0,0,1,0,0,0,0,0
263,125.0,0,0,0,0,0,0,0,1,0,0,0,0
264,125.0,0,0,0,0,0,0,0,1,0,0,0,0
265,100.0,0,0,0,0,0,1,0,0,0,0,0,0
266,98.0,0,0,0,0,0,1,0,0,0,0,0,0
267,66.0,0,0,0,1,0,0,0,0,0,0,0,0
268,94.0,0,0,0,0,0,1,0,0,0,0,0,0
269,122.0,0,0,0,0,0,0,0,1,0,0,0,0
270,107.0,0,0,0,0,0,0,1,0,0,0,0,0
271,108.0,0,0,0,0,0,0,1,0,0,0,0,0
272,119.0,0,0,0,0,0,0,1,0,0,0,0,0
273,108.0,0,0,0,0,0,0,1,0,0,0,0,0
274,107.0,0,0,0,0,0,0,1,0,0,0,0,0
275,127.0,0,0,0,0,0,0,0,1,0,0,0,0
276,135.0,0,0,0,0,0,0,0,1,0,0,0,0
277,111.0,0,0,0,0,0,0,1,0,0,0,0,0
278,132.0,0,0,0,0,0,0,0,1,0,0,0,0
279,113.0,0,0,0,0,0,0,1,0,0,0,0,0
280,128.0,0,0,0,0,0,0,0,1,0,0,0,0
281,104.0,0,0,0,0,0,1,0,0,0,0,0,0
282,171.0,0,0,0,0,0,0,0,0,0,1,0,0
283,90.0,0,0,0,0,1,0,0,0,0,0,0,0
284,170.0,0,0,0,0,0,0,0,0,0,1,0,0
285,86.0,0,0,0,0,1,0,0,0,0,0,0,0
286,101.0,0,0,0,0,0,1,0,0,0,0,0,0
287,112.0,0,0,0,0,0,0,1,0,0,0,0,0
288,96.0,0,0,0,0,0,1,0,0,0,0,0,0
289,132.0,0,0,0,0,0,0,0,1,0,0,0,0
290,90.0,0,0,0,0,1,0,0,0,0,0,0,0
291,97.0,0,0,0,0,0,1,0,0,0,0,0,0
292,95.0,0,0,0,0,0,1,0,0,0,0,0,0
293,87.0,0,0,0,0,1,0,0,0,0,0,0,0
294,90.0,0,0,0,0,1,0,0,0,0,0,0,0
295,146.0,0,0,0,0,0,0,0,0,1,0,0,0
296,79.0,0,0,0,0,1,0,0,0,0,0,0,0
297,124.0,0,0,0,0,0,0,0,1,0,0,0,0
298,121.0,0,0,0,0,0,0,0,0,0,0,0,0
299,113.0,0,0,0,0,0,0,1,0,0,0,0,0
300,121.0,0,0,0,0,0,0,0,0,0,0,0,0
301,119.0,0,0,0,0,0,0,1,0,0,0,0,0
302,50.0,0,0,1,0,0,0,0,0,0,0,0,0
303,129.0,0,0,0,0,0,0,0,1,0,0,0,0
304,114.0,0,0,0,0,0,0,1,0,0,0,0,0
305,148.0,0,0,0,0,0,0,0,0,1,0,0,0
306,95.0,0,0,0,0,0,1,0,0,0,0,0,0
307,120.0,0,0,0,0,0,0,1,0,0,0,0,0
308,97.0,0,0,0,0,0,1,0,0,0,0,0,0
309,119.0,0,0,0,0,0,0,1,0,0,0,0,0
310,115.0,0,0,0,0,0,0,1,0,0,0,0,0
311,60.0,0,0,1,0,0,0,0,0,0,0,0,0
312,107.0,0,0,0,0,0,0,1,0,0,0,0,0
313,125.0,0,0,0,0,0,0,0,1,0,0,0,0
314,43.0,0,1,0,0,0,0,0,0,0,0,0,0
315,162.0,0,0,0,0,0,0,0,0,0,1,0,0
316,107.0,0,0,0,0,0,0,1,0,0,0,0,0
317,158.0,0,0,0,0,0,0,0,0,0,1,0,0
318,88.0,0,0,0,0,1,0,0,0,0,0,0,0
319,98.0,0,0,0,0,0,1,0,0,0,0,0,0
320,155.0,0,0,0,0,0,0,0,0,0,1,0,0
321,98.0,0,0,0,0,0,1,0,0,0,0,0,0
322,118.0,0,0,0,0,0,0,1,0,0,0,0,0
323,132.0,0,0,0,0,0,0,0,1,0,0,0,0
324,125.0,0,0,0,0,0,0,0,1,0,0,0,0
325,99.0,0,0,0,0,0,1,0,0,0,0,0,0
326,94.0,0,0,0,0,0,1,0,0,0,0,0,0
327,101.0,0,0,0,0,0,1,0,0,0,0,0,0
328,96.0,0,0,0,0,0,1,0,0,0,0,0,0
329,145.0,0,0,0,0,0,0,0,0,1,0,0,0
330,105.0,0,0,0,0,0,1,0,0,0,0,0,0
331,92.0,0,0,0,0,0,1,0,0,0,0,0,0
332,135.0,0,0,0,0,0,0,0,1,0,0,0,0
333,89.0,0,0,0,0,1,0,0,0,0,0,0,0
334,108.0,0,0,0,0,0,0,1,0,0,0,0,0
335,39.0,0,1,0,0,0,0,0,0,0,0,0,0
336,92.0,0,0,0,0,0,1,0,0,0,0,0,0
337,86.0,0,0,0,0,1,0,0,0,0,0,0,0
338,96.0,0,0,0,0,0,1,0,0,0,0,0,0
339,101.0,0,0,0,0,0,1,0,0,0,0,0,0
340,85.0,0,0,0,0,1,0,0,0,0,0,0,0
341,137.0,0,0,0,0,0,0,0,0,1,0,0,0
342,95.0,0,0,0,0,0,1,0,0,0,0,0,0
343,91.0,0,0,0,0,0,0,0,0,0,0,0,0
344,88.0,0,0,0,0,1,0,0,0,0,0,0,0
345,110.0,0,0,0,0,0,0,1,0,0,0,0,0
346,60.0,0,0,1,0,0,0,0,0,0,0,0,0
347,131.0,0,0,0,0,0,0,0,1,0,0,0,0
348,110.0,0,0,0,0,0,0,1,0,0,0,0,0
349,95.0,0,0,0,0,0,1,0,0,0,0,0,0
350,82.0,0,0,0,0,1,0,0,0,0,0,0,0
351,108.0,0,0,0,0,0,0,1,0,0,0,0,0
352,128.0,0,0,0,0,0,0,0,1,0,0,0,0
353,90.0,0,0,0,0,1,0,0,0,0,0,0,0
354,94.0,0,0,0,0,0,1,0,0,0,0,0,0
355,105.0,0,0,0,0,0,1,0,0,0,0,0,0
356,82.0,0,0,0,0,1,0,0,0,0,0,0,0
357,92.0,0,0,0,0,0,1,0,0,0,0,0,0
358,183.0,0,0,0,0,0,0,0,0,0,0,1,0
359,103.0,0,0,0,0,0,1,0,0,0,0,0,0
360,110.0,0,0,0,0,0,0,1,0,0,0,0,0
361,159.0,0,0,0,0,0,0,0,0,0,1,0,0
362,97.0,0,0,0,0,0,1,0,0,0,0,0,0
363,99.0,0,0,0,0,0,1,0,0,0,0,0,0
364,98.0,0,0,0,0,0,1,0,0,0,0,0,0
365,143.0,0,0,0,0,0,0,0,0,1,0,0,0
366,92.0,0,0,0,0,0,1,0,0,0,0,0,0
367,101.0,0,0,0,0,0,1,0,0,0,0,0,0
368,96.0,0,0,0,0,0,1,0,0,0,0,0,0
369,58.0,0,0,1,0,0,0,0,0,0,0,0,0
370,82.0,0,0,0,0,1,0,0,0,0,0,0,0
371,87.0,0,0,0,0,1,0,0,0,0,0,0,0
372,94.0,0,0,0,0,0,1,0,0,0,0,0,0
373,118.0,0,0,0,0,0,0,1,0,0,0,0,0
374,73.0,0,0,0,1,0,0,0,0,0,0,0,0
375,91.0,0,0,0,0,0,0,0,0,0,0,0,0
376,138.0,0,0,0,0,0,0,0,0,1,0,0,0
377,111.0,0,0,0,0,0,0,1,0,0,0,0,0
378,101.0,0,0,0,0,0,1,0,0,0,0,0,0
379,,0,0,0,0,0,0,0,0,0,0,0,0
380,122.0,0,0,0,0,0,0,0,1,0,0,0,0
381,117.0,0,0,0,0,0,0,1,0,0,0,0,0
382,132.0,0,0,0,0,0,0,0,1,0,0,0,0
383,92.0,0,0,0,0,0,1,0,0,0,0,0,0
384,104.0,0,0,0,0,0,1,0,0,0,0,0,0
385,109.0,0,0,0,0,0,0,1,0,0,0,0,0
386,90.0,0,0,0,0,1,0,0,0,0,0,0,0
387,114.0,0,0,0,0,0,0,1,0,0,0,0,0
388,54.0,0,0,1,0,0,0,0,0,0,0,0,0
389,93.0,0,0,0,0,0,1,0,0,0,0,0,0
390,112.0,0,0,0,0,0,0,1,0,0,0,0,0
391,98.0,0,0,0,0,0,1,0,0,0,0,0,0
392,100.0,0,0,0,0,0,1,0,0,0,0,0,0
393,81.0,0,0,0,0,1,0,0,0,0,0,0,0
394,82.0,0,0,0,0,1,0,0,0,0,0,0,0
395,103.0,0,0,0,0,0,1,0,0,0,0,0,0
396,78.0,0,0,0,0,1,0,0,0,0,0,0,0
397,124.0,0,0,0,0,0,0,0,1,0,0,0,0
398,82.0,0,0,0,0,1,0,0,0,0,0,0,0
399,46.0,0,0,0,0,0,0,0,0,0,0,0,0
400,99.0,0,0,0,0,0,1,0,0,0,0,0,0
401,103.0,0,0,0,0,0,1,0,0,0,0,0,0
402,98.0,0,0,0,0,0,1,0,0,0,0,0,0
403,88.0,0,0,0,0,1,0,0,0,0,0,0,0
404,102.0,0,0,0,0,0,1,0,0,0,0,0,0
405,86.0,0,0,0,0,1,0,0,0,0,0,0,0
406,92.0,0,0,0,0,0,1,0,0,0,0,0,0
407,104.0,0,0,0,0,0,1,0,0,0,0,0,0
408,98.0,0,0,0,0,0,1,0,0,0,0,0,0
409,91.0,0,0,0,0,0,0,0,0,0,0,0,0
410,129.0,0,0,0,0,0,0,0,1,0,0,0,0
411,126.0,0,0,0,0,0,0,0,1,0,0,0,0
412,88.0,0,0,0,0,1,0,0,0,0,0,0,0
413,117.0,0,0,0,0,0,0,1,0,0,0,0,0
414,113.0,0,0,0,0,0,0,1,0,0,0,0,0
415,86.0,0,0,0,0,1,0,0,0,0,0,0,0
416,88.0,0,0,0,0,1,0,0,0,0,0,0,0
417,94.0,0,0,0,0,0,1,0,0,0,0,0,0
418,93.0,0,0,0,0,0,1,0,0,0,0,0,0
419,124.0,0,0,0,0,0,0,0,1,0,0,0,0
420,127.0,0,0,0,0,0,0,0,1,0,0,0,0
421,89.0,0,0,0,0,1,0,0,0,0,0,0,0
422,98.0,0,0,0,0,0,1,0,0,0,0,0,0
423,90.0,0,0,0,0,1,0,0,0,0,0,0,0
424,115.0,0,0,0,0,0,0,1,0,0,0,0,0
425,111.0,0,0,0,0,0,0,1,0,0,0,0,0
426,121.0,0,0,0,0,0,0,0,0,0,0,0,0
427,177.0,0,0,0,0,0,0,0,0,0,0,1,0
428,102.0,0,0,0,0,0,1,0,0,0,0,0,0
429,139.0,0,0,0,0,0,0,0,0,1,0,0,0
430,109.0,0,0,0,0,0,0,1,0,0,0,0,0
431,86.0,0,0,0,0,1,0,0,0,0,0,0,0
432,115.0,0,0,0,0,0,0,1,0,0,0,0,0
433,167.0,0,0,0,0,0,0,0,0,0,1,0,0
434,121.0,0,0,0,0,0,0,0,0,0,0,0,0
435,95.0,0,0,0,0,0,1,0,0,0,0,0,0
436,96.0,0,0,0,0,0,1,0,0,0,0,0,0
437,118.0,0,0,0,0,0,0,1,0,0,0,0,0
438,120.0,0,0,0,0,0,0,1,0,0,0,0,0
439,163.0,0,0,0,0,0,0,0,0,0,1,0,0
440,125.0,0,0,0,0,0,0,0,1,0,0,0,0
441,106.0,0,0,0,0,0,0,0,0,0,0,0,0
442,109.0,0,0,0,0,0,0,1,0,0,0,0,0
443,91.0,0,0,0,0,0,0,0,0,0,0,0,0
444,105.0,0,0,0,0,0,1,0,0,0,0,0,0
445,104.0,0,0,0,0,0,1,0,0,0,0,0,0
446,103.0,0,0,0,0,0,1,0,0,0,0,0,0
447,92.0,0,0,0,0,0,1,0,0,0,0,0,0
448,116.0,0,0,0,0,0,0,1,0,0,0,0,0
449,96.0,0,0,0,0,0,1,0,0,0,0,0,0
450,102.0,0,0,0,0,0,1,0,0,0,0,0,0
451,141.0,0,0,0,0,0,0,0,0,1,0,0,0
452,103.0,0,0,0,0,0,1,0,0,0,0,0,0
453,100.0,0,0,0,0,0,1,0,0,0,0,0,0
454,134.0,0,0,0,0,0,0,0,1,0,0,0,0
