,score_of_10,score_<2.0,score_2.0-3.0,score_3.1-4.0,score_4.1-5.0,score_5.1-6.0,score_6.1-7.0,score_7.1-8.0,score_8.1-9.0,score_9.1-10.0
4591,6.4,0,0,0,0,0,1,0,0,0
4592,5.8,0,0,0,0,1,0,0,0,0
4593,6.4,0,0,0,0,0,1,0,0,0
4594,6.4,0,0,0,0,0,1,0,0,0
4595,5.7,0,0,0,0,1,0,0,0,0
4596,5.2,0,0,0,0,1,0,0,0,0
4597,3.3,0,0,1,0,0,0,0,0,0
4598,4.2,0,0,0,1,0,0,0,0,0
4599,3.3,0,0,1,0,0,0,0,0,0
4600,6.3,0,0,0,0,0,1,0,0,0
4601,6.8,0,0,0,0,0,1,0,0,0
4602,5.9,0,0,0,0,1,0,0,0,0
4603,5.1,0,0,0,0,1,0,0,0,0
4604,6.6,0,0,0,0,0,1,0,0,0
4605,4.6,0,0,0,1,0,0,0,0,0
4606,7.0,0,0,0,0,0,1,0,0,0
4607,7.3,0,0,0,0,0,0,1,0,0
4608,3.7,0,0,1,0,0,0,0,0,0
4609,6.5,0,0,0,0,0,1,0,0,0
4610,4.5,0,0,0,1,0,0,0,0,0
4611,4.3,0,0,0,1,0,0,0,0,0
4612,5.3,0,0,0,0,1,0,0,0,0
4613,4.7,0,0,0,1,0,0,0,0,0
4614,5.6,0,0,0,0,1,0,0,0,0
4615,5.9,0,0,0,0,1,0,0,0,0
4616,6.0,0,0,0,0,1,0,0,0,0
4617,6.6,0,0,0,0,0,1,0,0,0
4618,6.8,0,0,0,0,0,1,0,0,0
4619,5.5,0,0,0,0,1,0,0,0,0
4620,5.8,0,0,0,0,1,0,0,0,0
4621,7.1,0,0,0,0,0,0,1,0,0
4622,3.7,0,0,1,0,0,0,0,0,0
4623,3.6,0,0,1,0,0,0,0,0,0
4624,3.6,0,0,1,0,0,0,0,0,0
4625,6.7,0,0,0,0,0,1,0,0,0
4626,2.9,0,1,0,0,0,0,0,0,0
4627,7.8,0,0,0,0,0,0,1,0,0
4628,5.3,0,0,0,0,1,0,0,0,0
4629,3.7,0,0,1,0,0,0,0,0,0
4630,5.1,0,0,0,0,1,0,0,0,0
4631,4.7,0,0,0,1,0,0,0,0,0
4632,5.4,0,0,0,0,1,0,0,0,0
4633,4.4,0,0,0,1,0,0,0,0,0
4634,4.5,0,0,0,1,0,0,0,0,0
4635,5.1,0,0,0,0,1,0,0,0,0
4636,5.9,0,0,0,0,1,0,0,0,0
4637,5.8,0,0,0,0,1,0,0,0,0
4638,4.4,0,0,0,1,0,0,0,0,0
4639,8.2,0,0,0,0,0,0,0,1,0
4640,7.3,0,0,0,0,0,0,1,0,0
4641,5.0,0,0,0,1,0,0,0,0,0
4642,6.8,0,0,0,0,0,1,0,0,0
4643,4.9,0,0,0,1,0,0,0,0,0
4644,4.8,0,0,0,1,0,0,0,0,0
4645,4.3,0,0,0,1,0,0,0,0,0
4646,5.8,0,0,0,0,1,0,0,0,0
4647,5.6,0,0,0,0,1,0,0,0,0
4648,6.7,0,0,0,0,0,1,0,0,0
4649,6.3,0,0,0,0,0,1,0,0,0
4650,5.1,0,0,0,0,1,0,0,0,0
4651,5.5,0,0,0,0,1,0,0,0,0
4652,7.2,0,0,0,0,0,0,1,0,0
4653,6.9,0,0,0,0,0,1,0,0,0
4654,5.9,0,0,0,0,1,0,0,0,0
4655,5.6,0,0,0,0,1,0,0,0,0
4656,5.4,0,0,0,0,1,0,0,0,0
4657,6.7,0,0,0,0,0,1,0,0,0
4658,4.6,0,0,0,1,0,0,0,0,0
4659,5.0,0,0,0,1,0,0,0,0,0
4660,6.2,0,0,0,0,0,1,0,0,0
4661,6.3,0,0,0,0,0,1,0,0,0
4662,6.4,0,0,0,0,0,1,0,0,0
4663,5.1,0,0,0,0,1,0,0,0,0
4664,,0,0,0,0,0,0,0,0,0
4665,3.9,0,0,1,0,0,0,0,0,0
4666,4.9,0,0,0,1,0,0,0,0,0
4667,4.3,0,0,0,1,0,0,0,0,0
4668,6.1,0,0,0,0,0,1,0,0,0
4669,4.4,0,0,0,1,0,0,0,0,0
4670,7.2,0,0,0,0,0,0,1,0,0
4671,5.1,0,0,0,0,1,0,0,0,0
4672,4.9,0,0,0,1,0,0,0,0,0
4673,,0,0,0,0,0,0,0,0,0
4674,5.1,0,0,0,0,1,0,0,0,0
4675,4.4,0,0,0,1,0,0,0,0,0
4676,6.0,0,0,0,0,1,0,0,0,0
4677,5.1,0,0,0,0,1,0,0,0,0
4678,2.9,0,1,0,0,0,0,0,0,0
4679,4.4,0,0,0,1,0,0,0,0,0
4680,6.4,0,0,0,0,0,1,0,0,0
4681,4.9,0,0,0,1,0,0,0,0,0
4682,5.0,0,0,0,1,0,0,0,0,0
4683,3.6,0,0,1,0,0,0,0,0,0
4684,4.4,0,0,0,1,0,0,0,0,0
4685,3.5,0,0,1,0,0,0,0,0,0
4686,6.9,0,0,0,0,0,1,0,0,0
4687,6.8,0,0,0,0,0,1,0,0,0
4688,6.1,0,0,0,0,0,1,0,0,0
4689,7.0,0,0,0,0,0,1,0,0,0
4690,3.8,0,0,1,0,0,0,0,0,0
4691,3.9,0,0,1,0,0,0,0,0,0
4692,5.1,0,0,0,0,1,0,0,0,0
4693,5.3,0,0,0,0,1,0,0,0,0
4694,5.6,0,0,0,0,1,0,0,0,0
4695,3.1,0,0,1,0,0,0,0,0,0
4696,4.6,0,0,0,1,0,0,0,0,0
4697,4.7,0,0,0,1,0,0,0,0,0
4698,,0,0,0,0,0,0,0,0,0
4699,,0,0,0,0,0,0,0,0,0
4700,,0,0,0,0,0,0,0,0,0
4701,,0,0,0,0,0,0,0,0,0
4702,,0,0,0,0,0,0,0,0,0
4703,8.8,0,0,0,0,0,0,0,1,0
4704,8.3,0,0,0,0,0,0,0,1,0
4705,8.0,0,0,0,0,0,0,1,0,0
4706,8.2,0,0,0,0,0,0,0,1,0
4707,7.3,0,0,0,0,0,0,1,0,0
4708,7.2,0,0,0,0,0,0,1,0,0
4709,8.4,0,0,0,0,0,0,0,1,0
4710,6.7,0,0,0,0,0,1,0,0,0
4711,7.8,0,0,0,0,0,0,1,0,0
4712,8.3,0,0,0,0,0,0,0,1,0
4713,7.3,0,0,0,0,0,0,1,0,0
4714,7.1,0,0,0,0,0,0,1,0,0
4715,8.5,0,0,0,0,0,0,0,1,0
4716,7.9,0,0,0,0,0,0,1,0,0
4717,8.5,0,0,0,0,0,0,0,1,0
4718,6.8,0,0,0,0,0,1,0,0,0
4719,7.8,0,0,0,0,0,0,1,0,0
4720,8.3,0,0,0,0,0,0,0,1,0
4721,7.5,0,0,0,0,0,0,1,0,0
4722,8.6,0,0,0,0,0,0,0,1,0
4723,6.5,0,0,0,0,0,1,0,0,0
4724,7.8,0,0,0,0,0,0,1,0,0
4725,7.0,0,0,0,0,0,1,0,0,0
4726,7.7,0,0,0,0,0,0,1,0,0
4727,7.8,0,0,0,0,0,0,1,0,0
4728,7.4,0,0,0,0,0,0,1,0,0
4729,7.1,0,0,0,0,0,0,1,0,0
4730,6.4,0,0,0,0,0,1,0,0,0
4731,6.8,0,0,0,0,0,1,0,0,0
4732,7.3,0,0,0,0,0,0,1,0,0
4733,7.6,0,0,0,0,0,0,1,0,0
4734,8.1,0,0,0,0,0,0,0,1,0
4735,7.8,0,0,0,0,0,0,1,0,0
4736,7.9,0,0,0,0,0,0,1,0,0
4737,6.6,0,0,0,0,0,1,0,0,0
4738,7.8,0,0,0,0,0,0,1,0,0
4739,8.4,0,0,0,0,0,0,0,1,0
4740,8.1,0,0,0,0,0,0,0,1,0
4741,7.0,0,0,0,0,0,1,0,0,0
4742,8.0,0,0,0,0,0,0,1,0,0
4743,7.2,0,0,0,0,0,0,1,0,0
4744,7.1,0,0,0,0,0,0,1,0,0
4745,7.8,0,0,0,0,0,0,1,0,0
4746,7.5,0,0,0,0,0,0,1,0,0
4747,8.1,0,0,0,0,0,0,0,1,0
4748,7.0,0,0,0,0,0,1,0,0,0
4749,7.7,0,0,0,0,0,0,1,0,0
4750,7.7,0,0,0,0,0,0,1,0,0
4751,7.2,0,0,0,0,0,0,1,0,0
4752,7.2,0,0,0,0,0,0,1,0,0
4753,7.5,0,0,0,0,0,0,1,0,0
4754,7.5,0,0,0,0,0,0,1,0,0
4755,7.5,0,0,0,0,0,0,1,0,0
4756,8.1,0,0,0,0,0,0,0,1,0
4757,7.5,0,0,0,0,0,0,1,0,0
4758,8.2,0,0,0,0,0,0,0,1,0
4759,7.8,0,0,0,0,0,0,1,0,0
4760,7.0,0,0,0,0,0,1,0,0,0
4761,6.8,0,0,0,0,0,1,0,0,0
4762,7.5,0,0,0,0,0,0,1,0,0
4763,6.8,0,0,0,0,0,1,0,0,0
4764,7.4,0,0,0,0,0,0,1,0,0
4765,7.2,0,0,0,0,0,0,1,0,0
4766,7.6,0,0,0,0,0,0,1,0,0
4767,7.9,0,0,0,0,0,0,1,0,0
4768,7.2,0,0,0,0,0,0,1,0,0
4769,7.8,0,0,0,0,0,0,1,0,0
4770,7.7,0,0,0,0,0,0,1,0,0
4771,8.0,0,0,0,0,0,0,1,0,0
4772,7.3,0,0,0,0,0,0,1,0,0
4773,6.7,0,0,0,0,0,1,0,0,0
4774,7.7,0,0,0,0,0,0,1,0,0
4775,7.6,0,0,0,0,0,0,1,0,0
4776,7.5,0,0,0,0,0,0,1,0,0
4777,7.1,0,0,0,0,0,0,1,0,0
4778,6.4,0,0,0,0,0,1,0,0,0
4779,6.7,0,0,0,0,0,1,0,0,0
4780,7.5,0,0,0,0,0,0,1,0,0
4781,8.1,0,0,0,0,0,0,0,1,0
4782,7.3,0,0,0,0,0,0,1,0,0
4783,8.5,0,0,0,0,0,0,0,1,0
4784,7.5,0,0,0,0,0,0,1,0,0
4785,7.3,0,0,0,0,0,0,1,0,0
4786,7.1,0,0,0,0,0,0,1,0,0
4787,7.0,0,0,0,0,0,1,0,0,0
4788,7.6,0,0,0,0,0,0,1,0,0
4789,6.2,0,0,0,0,0,1,0,0,0
4790,6.6,0,0,0,0,0,1,0,0,0
4791,7.9,0,0,0,0,0,0,1,0,0
4792,6.3,0,0,0,0,0,1,0,0,0
4793,7.5,0,0,0,0,0,0,1,0,0
4794,8.0,0,0,0,0,0,0,1,0,0
4795,7.0,0,0,0,0,0,1,0,0,0
4796,6.2,0,0,0,0,0,1,0,0,0
4797,7.1,0,0,0,0,0,0,1,0,0
4798,7.5,0,0,0,0,0,0,1,0,0
4799,7.4,0,0,0,0,0,0,1,0,0
4800,7.5,0,0,0,0,0,0,1,0,0
4801,7.8,0,0,0,0,0,0,1,0,0
4802,6.9,0,0,0,0,0,1,0,0,0
4803,7.0,0,0,0,0,0,1,0,0,0
4804,7.8,0,0,0,0,0,0,1,0,0
4805,6.8,0,0,0,0,0,1,0,0,0
4806,7.6,0,0,0,0,0,0,1,0,0
4807,7.1,0,0,0,0,0,0,1,0,0
4808,7.3,0,0,0,0,0,0,1,0,0
4809,7.7,0,0,0,0,0,0,1,0,0
4810,6.8,0,0,0,0,0,1,0,0,0
4811,6.6,0,0,0,0,0,1,0,0,0
4812,7.9,0,0,0,0,0,0,1,0,0
4813,7.2,0,0,0,0,0,0,1,0,0
4814,7.5,0,0,0,0,0,0,1,0,0
4815,7.4,0,0,0,0,0,0,1,0,0
4816,6.2,0,0,0,0,0,1,0,0,0
4817,7.0,0,0,0,0,0,1,0,0,0
4818,6.6,0,0,0,0,0,1,0,0,0
4819,6.9,0,0,0,0,0,1,0,0,0
4820,6.6,0,0,0,0,0,1,0,0,0
4821,6.7,0,0,0,0,0,1,0,0,0
4822,7.3,0,0,0,0,0,0,1,0,0
4823,7.8,0,0,0,0,0,0,1,0,0
4824,6.3,0,0,0,0,0,1,0,0,0
4825,7.0,0,0,0,0,0,1,0,0,0
4826,7.7,0,0,0,0,0,0,1,0,0
4827,6.7,0,0,0,0,0,1,0,0,0
4828,8.3,0,0,0,0,0,0,0,1,0
4829,7.4,0,0,0,0,0,0,1,0,0
4830,6.8,0,0,0,0,0,1,0,0,0
4831,7.7,0,0,0,0,0,0,1,0,0
4832,7.2,0,0,0,0,0,0,1,0,0
4833,7.0,0,0,0,0,0,1,0,0,0
4834,7.8,0,0,0,0,0,0,1,0,0
4835,7.0,0,0,0,0,0,1,0,0,0
4836,7.8,0,0,0,0,0,0,1,0,0
4837,7.7,0,0,0,0,0,0,1,0,0
4838,5.5,0,0,0,0,1,0,0,0,0
4839,6.7,0,0,0,0,0,1,0,0,0
4840,7.2,0,0,0,0,0,0,1,0,0
4841,6.2,0,0,0,0,0,1,0,0,0
4842,7.7,0,0,0,0,0,0,1,0,0
4843,6.2,0,0,0,0,0,1,0,0,0
4844,6.1,0,0,0,0,0,1,0,0,0
4845,6.2,0,0,0,0,0,1,0,0,0
4846,8.3,0,0,0,0,0,0,0,1,0
4847,6.8,0,0,0,0,0,1,0,0,0
4848,8.6,0,0,0,0,0,0,0,1,0
4849,8.1,0,0,0,0,0,0,0,1,0
4850,8.0,0,0,0,0,0,0,1,0,0
4851,7.7,0,0,0,0,0,0,1,0,0
4852,6.4,0,0,0,0,0,1,0,0,0
4853,7.0,0,0,0,0,0,1,0,0,0
4854,7.2,0,0,0,0,0,0,1,0,0
4855,7.6,0,0,0,0,0,0,1,0,0
4856,8.3,0,0,0,0,0,0,0,1,0
4857,7.5,0,0,0,0,0,0,1,0,0
4858,6.0,0,0,0,0,1,0,0,0,0
4859,7.1,0,0,0,0,0,0,1,0,0
4860,7.0,0,0,0,0,0,1,0,0,0
4861,6.8,0,0,0,0,0,1,0,0,0
4862,6.0,0,0,0,0,1,0,0,0,0
4863,6.2,0,0,0,0,0,1,0,0,0
4864,6.7,0,0,0,0,0,1,0,0,0
4865,5.5,0,0,0,0,1,0,0,0,0
4866,6.9,0,0,0,0,0,1,0,0,0
4867,7.3,0,0,0,0,0,0,1,0,0
4868,5.9,0,0,0,0,1,0,0,0,0
4869,7.6,0,0,0,0,0,0,1,0,0
4870,7.9,0,0,0,0,0,0,1,0,0
4871,7.0,0,0,0,0,0,1,0,0,0
4872,8.0,0,0,0,0,0,0,1,0,0
4873,6.4,0,0,0,0,0,1,0,0,0
4874,6.5,0,0,0,0,0,1,0,0,0
4875,6.4,0,0,0,0,0,1,0,0,0
4876,7.2,0,0,0,0,0,0,1,0,0
4877,6.1,0,0,0,0,0,1,0,0,0
4878,6.6,0,0,0,0,0,1,0,0,0
4879,7.9,0,0,0,0,0,0,1,0,0
4880,6.4,0,0,0,0,0,1,0,0,0
4881,7.1,0,0,0,0,0,0,1,0,0
4882,6.2,0,0,0,0,0,1,0,0,0
4883,6.9,0,0,0,0,0,1,0,0,0
4884,7.8,0,0,0,0,0,0,1,0,0
4885,6.6,0,0,0,0,0,1,0,0,0
4886,7.7,0,0,0,0,0,0,1,0,0
4887,6.6,0,0,0,0,0,1,0,0,0
4888,6.8,0,0,0,0,0,1,0,0,0
4889,7.1,0,0,0,0,0,0,1,0,0
4890,7.4,0,0,0,0,0,0,1,0,0
4891,7.2,0,0,0,0,0,0,1,0,0
4892,5.9,0,0,0,0,1,0,0,0,0
4893,7.3,0,0,0,0,0,0,1,0,0
4894,7.7,0,0,0,0,0,0,1,0,0
4895,7.5,0,0,0,0,0,0,1,0,0
4896,8.4,0,0,0,0,0,0,0,1,0
4897,5.8,0,0,0,0,1,0,0,0,0
4898,6.8,0,0,0,0,0,1,0,0,0
4899,7.1,0,0,0,0,0,0,1,0,0
4900,7.7,0,0,0,0,0,0,1,0,0
4901,6.2,0,0,0,0,0,1,0,0,0
4902,6.6,0,0,0,0,0,1,0,0,0
4903,7.0,0,0,0,0,0,1,0,0,0
4904,6.4,0,0,0,0,0,1,0,0,0
4905,6.9,0,0,0,0,0,1,0,0,0
4906,7.5,0,0,0,0,0,0,1,0,0
4907,7.0,0,0,0,0,0,1,0,0,0
4908,5.9,0,0,0,0,1,0,0,0,0
4909,6.2,0,0,0,0,0,1,0,0,0
4910,7.5,0,0,0,0,0,0,1,0,0
4911,7.8,0,0,0,0,0,0,1,0,0
4912,7.4,0,0,0,0,0,0,1,0,0
4913,6.4,0,0,0,0,0,1,0,0,0
4914,7.4,0,0,0,0,0,0,1,0,0
4915,7.5,0,0,0,0,0,0,1,0,0
4916,7.4,0,0,0,0,0,0,1,0,0
4917,6.2,0,0,0,0,0,1,0,0,0
4918,7.3,0,0,0,0,0,0,1,0,0
4919,6.8,0,0,0,0,0,1,0,0,0
4920,6.4,0,0,0,0,0,1,0,0,0
4921,5.3,0,0,0,0,1,0,0,0,0
4922,7.4,0,0,0,0,0,0,1,0,0
4923,6.6,0,0,0,0,0,1,0,0,0
4924,6.2,0,0,0,0,0,1,0,0,0
4925,7.6,0,0,0,0,0,0,1,0,0
4926,7.6,0,0,0,0,0,0,1,0,0
4927,7.3,0,0,0,0,0,0,1,0,0
4928,6.6,0,0,0,0,0,1,0,0,0
4929,7.0,0,0,0,0,0,1,0,0,0
4930,8.8,0,0,0,0,0,0,0,1,0
4931,7.2,0,0,0,0,0,0,1,0,0
4932,6.4,0,0,0,0,0,1,0,0,0
4933,8.0,0,0,0,0,0,0,1,0,0
4934,7.6,0,0,0,0,0,0,1,0,0
4935,6.6,0,0,0,0,0,1,0,0,0
4936,6.4,0,0,0,0,0,1,0,0,0
4937,7.1,0,0,0,0,0,0,1,0,0
4938,6.3,0,0,0,0,0,1,0,0,0
4939,6.2,0,0,0,0,0,1,0,0,0
4940,6.8,0,0,0,0,0,1,0,0,0
4941,6.1,0,0,0,0,0,1,0,0,0
4942,6.1,0,0,0,0,0,1,0,0,0
4943,5.6,0,0,0,0,1,0,0,0,0
4944,5.5,0,0,0,0,1,0,0,0,0
4945,5.9,0,0,0,0,1,0,0,0,0
4946,6.7,0,0,0,0,0,1,0,0,0
4947,6.6,0,0,0,0,0,1,0,0,0
4948,5.8,0,0,0,0,1,0,0,0,0
4949,6.2,0,0,0,0,0,1,0,0,0
4950,6.8,0,0,0,0,0,1,0,0,0
4951,6.8,0,0,0,0,0,1,0,0,0
4952,7.2,0,0,0,0,0,0,1,0,0
4953,6.3,0,0,0,0,0,1,0,0,0
4954,7.4,0,0,0,0,0,0,1,0,0
4955,7.0,0,0,0,0,0,1,0,0,0
4956,7.7,0,0,0,0,0,0,1,0,0
4957,8.0,0,0,0,0,0,0,1,0,0
4958,6.7,0,0,0,0,0,1,0,0,0
4959,7.4,0,0,0,0,0,0,1,0,0
4960,6.1,0,0,0,0,0,1,0,0,0
4961,7.0,0,0,0,0,0,1,0,0,0
4962,7.3,0,0,0,0,0,0,1,0,0
4963,6.9,0,0,0,0,0,1,0,0,0
4964,6.6,0,0,0,0,0,1,0,0,0
4965,7.1,0,0,0,0,0,0,1,0,0
4966,6.6,0,0,0,0,0,1,0,0,0
4967,7.4,0,0,0,0,0,0,1,0,0
4968,5.8,0,0,0,0,1,0,0,0,0
4969,6.5,0,0,0,0,0,1,0,0,0
4970,7.8,0,0,0,0,0,0,1,0,0
4971,7.1,0,0,0,0,0,0,1,0,0
4972,6.3,0,0,0,0,0,1,0,0,0
4973,7.0,0,0,0,0,0,1,0,0,0
4974,7.4,0,0,0,0,0,0,1,0,0
4975,6.4,0,0,0,0,0,1,0,0,0
4976,5.5,0,0,0,0,1,0,0,0,0
4977,6.3,0,0,0,0,0,1,0,0,0
4978,5.9,0,0,0,0,1,0,0,0,0
4979,6.0,0,0,0,0,1,0,0,0,0
4980,6.1,0,0,0,0,0,1,0,0,0
4981,7.2,0,0,0,0,0,0,1,0,0
4982,6.3,0,0,0,0,0,1,0,0,0
4983,8.3,0,0,0,0,0,0,0,1,0
4984,7.3,0,0,0,0,0,0,1,0,0
4985,7.0,0,0,0,0,0,1,0,0,0
4986,6.9,0,0,0,0,0,1,0,0,0
4987,7.7,0,0,0,0,0,0,1,0,0
4988,7.1,0,0,0,0,0,0,1,0,0
4989,6.7,0,0,0,0,0,1,0,0,0
4990,7.1,0,0,0,0,0,0,1,0,0
4991,6.9,0,0,0,0,0,1,0,0,0
4992,7.7,0,0,0,0,0,0,1,0,0
4993,7.6,0,0,0,0,0,0,1,0,0
4994,5.5,0,0,0,0,1,0,0,0,0
4995,6.4,0,0,0,0,0,1,0,0,0
4996,7.1,0,0,0,0,0,0,1,0,0
4997,7.1,0,0,0,0,0,0,1,0,0
4998,7.2,0,0,0,0,0,0,1,0,0
4999,6.8,0,0,0,0,0,1,0,0,0
5000,7.2,0,0,0,0,0,0,1,0,0
5001,8.4,0,0,0,0,0,0,0,1,0
5002,6.6,0,0,0,0,0,1,0,0,0
5003,8.3,0,0,0,0,0,0,0,1,0
5004,6.6,0,0,0,0,0,1,0,0,0
5005,6.3,0,0,0,0,0,1,0,0,0
5006,6.9,0,0,0,0,0,1,0,0,0
5007,7.1,0,0,0,0,0,0,1,0,0
5008,6.7,0,0,0,0,0,1,0,0,0
5009,7.7,0,0,0,0,0,0,1,0,0
5010,5.8,0,0,0,0,1,0,0,0,0
5011,8.5,0,0,0,0,0,0,0,1,0
5012,5.7,0,0,0,0,1,0,0,0,0
5013,6.1,0,0,0,0,0,1,0,0,0
5014,7.4,0,0,0,0,0,0,1,0,0
5015,6.1,0,0,0,0,0,1,0,0,0
5016,7.1,0,0,0,0,0,0,1,0,0
5017,6.9,0,0,0,0,0,1,0,0,0
5018,7.1,0,0,0,0,0,0,1,0,0
5019,6.8,0,0,0,0,0,1,0,0,0
5020,7.2,0,0,0,0,0,0,1,0,0
5021,6.2,0,0,0,0,0,1,0,0,0
5022,7.3,0,0,0,0,0,0,1,0,0
5023,6.1,0,0,0,0,0,1,0,0,0
5024,5.9,0,0,0,0,1,0,0,0,0
5025,8.6,0,0,0,0,0,0,0,1,0
5026,7.5,0,0,0,0,0,0,1,0,0
5027,7.3,0,0,0,0,0,0,1,0,0
5028,6.4,0,0,0,0,0,1,0,0,0
5029,5.9,0,0,0,0,1,0,0,0,0
5030,7.6,0,0,0,0,0,0,1,0,0
5031,6.5,0,0,0,0,0,1,0,0,0
5032,6.0,0,0,0,0,1,0,0,0,0
5033,6.5,0,0,0,0,0,1,0,0,0
5034,6.7,0,0,0,0,0,1,0,0,0
5035,6.8,0,0,0,0,0,1,0,0,0
5036,5.5,0,0,0,0,1,0,0,0,0
5037,5.9,0,0,0,0,1,0,0,0,0
5038,7.1,0,0,0,0,0,0,1,0,0
5039,6.5,0,0,0,0,0,1,0,0,0
5040,6.3,0,0,0,0,0,1,0,0,0
5041,6.6,0,0,0,0,0,1,0,0,0
5042,8.7,0,0,0,0,0,0,0,1,0
5043,6.9,0,0,0,0,0,1,0,0,0
5044,6.7,0,0,0,0,0,1,0,0,0
5045,6.6,0,0,0,0,0,1,0,0,0
5046,6.3,0,0,0,0,0,1,0,0,0
5047,6.7,0,0,0,0,0,1,0,0,0
5048,7.6,0,0,0,0,0,0,1,0,0
5049,7.6,0,0,0,0,0,0,1,0,0
5050,6.0,0,0,0,0,1,0,0,0,0
5051,7.1,0,0,0,0,0,0,1,0,0
5052,7.6,0,0,0,0,0,0,1,0,0
5053,6.5,0,0,0,0,0,1,0,0,0
5054,6.0,0,0,0,0,1,0,0,0,0
5055,6.3,0,0,0,0,0,1,0,0,0
5056,6.2,0,0,0,0,0,1,0,0,0
5057,7.7,0,0,0,0,0,0,1,0,0
5058,8.0,0,0,0,0,0,0,1,0,0
5059,7.6,0,0,0,0,0,0,1,0,0
5060,6.0,0,0,0,0,1,0,0,0,0
5061,7.0,0,0,0,0,0,1,0,0,0
5062,5.7,0,0,0,0,1,0,0,0,0
5063,7.3,0,0,0,0,0,0,1,0,0
5064,6.5,0,0,0,0,0,1,0,0,0
5065,7.8,0,0,0,0,0,0,1,0,0
5066,6.9,0,0,0,0,0,1,0,0,0
5067,6.7,0,0,0,0,0,1,0,0,0
5068,7.4,0,0,0,0,0,0,1,0,0
5069,7.9,0,0,0,0,0,0,1,0,0
5070,6.9,0,0,0,0,0,1,0,0,0
5071,7.5,0,0,0,0,0,0,1,0,0
5072,7.5,0,0,0,0,0,0,1,0,0
5073,6.9,0,0,0,0,0,1,0,0,0
5074,7.0,0,0,0,0,0,1,0,0,0
5075,6.6,0,0,0,0,0,1,0,0,0
5076,7.3,0,0,0,0,0,0,1,0,0
5077,5.5,0,0,0,0,1,0,0,0,0
5078,7.2,0,0,0,0,0,0,1,0,0
5079,7.2,0,0,0,0,0,0,1,0,0
5080,7.3,0,0,0,0,0,0,1,0,0
5081,8.0,0,0,0,0,0,0,1,0,0
5082,6.7,0,0,0,0,0,1,0,0,0
5083,6.8,0,0,0,0,0,1,0,0,0
5084,7.1,0,0,0,0,0,0,1,0,0
5085,6.3,0,0,0,0,0,1,0,0,0
5086,7.2,0,0,0,0,0,0,1,0,0
5087,7.2,0,0,0,0,0,0,1,0,0
5088,6.2,0,0,0,0,0,1,0,0,0
5089,6.4,0,0,0,0,0,1,0,0,0
5090,6.3,0,0,0,0,0,1,0,0,0
5091,6.5,0,0,0,0,0,1,0,0,0
5092,6.6,0,0,0,0,0,1,0,0,0
5093,7.2,0,0,0,0,0,0,1,0,0
5094,7.0,0,0,0,0,0,1,0,0,0
5095,6.1,0,0,0,0,0,1,0,0,0
5096,7.2,0,0,0,0,0,0,1,0,0
5097,6.4,0,0,0,0,0,1,0,0,0
5098,6.6,0,0,0,0,0,1,0,0,0
5099,7.0,0,0,0,0,0,1,0,0,0
5100,6.7,0,0,0,0,0,1,0,0,0
5101,5.9,0,0,0,0,1,0,0,0,0
5102,7.2,0,0,0,0,0,0,1,0,0
5103,6.8,0,0,0,0,0,1,0,0,0
5104,7.0,0,0,0,0,0,1,0,0,0
5105,7.7,0,0,0,0,0,0,1,0,0
5106,6.4,0,0,0,0,0,1,0,0,0
5107,6.5,0,0,0,0,0,1,0,0,0
5108,7.5,0,0,0,0,0,0,1,0,0
5109,7.5,0,0,0,0,0,0,1,0,0
5110,6.4,0,0,0,0,0,1,0,0,0
5111,6.8,0,0,0,0,0,1,0,0,0
5112,8.1,0,0,0,0,0,0,0,1,0
5113,5.8,0,0,0,0,1,0,0,0,0
5114,5.9,0,0,0,0,1,0,0,0,0
5115,6.2,0,0,0,0,0,1,0,0,0
5116,8.1,0,0,0,0,0,0,0,1,0
5117,7.0,0,0,0,0,0,1,0,0,0
5118,5.8,0,0,0,0,1,0,0,0,0
5119,8.6,0,0,0,0,0,0,0,1,0
5120,7.9,0,0,0,0,0,0,1,0,0
5121,6.2,0,0,0,0,0,1,0,0,0
5122,7.0,0,0,0,0,0,1,0,0,0
5123,5.9,0,0,0,0,1,0,0,0,0
5124,7.7,0,0,0,0,0,0,1,0,0
5125,6.1,0,0,0,0,0,1,0,0,0
5126,5.7,0,0,0,0,1,0,0,0,0
5127,4.8,0,0,0,1,0,0,0,0,0
5128,6.2,0,0,0,0,0,1,0,0,0
5129,6.5,0,0,0,0,0,1,0,0,0
5130,6.2,0,0,0,0,0,1,0,0,0
5131,6.2,0,0,0,0,0,1,0,0,0
5132,6.0,0,0,0,0,1,0,0,0,0
5133,7.2,0,0,0,0,0,0,1,0,0
5134,6.7,0,0,0,0,0,1,0,0,0
5135,6.7,0,0,0,0,0,1,0,0,0
5136,6.8,0,0,0,0,0,1,0,0,0
5137,7.0,0,0,0,0,0,1,0,0,0
5138,7.9,0,0,0,0,0,0,1,0,0
5139,7.1,0,0,0,0,0,0,1,0,0
5140,7.6,0,0,0,0,0,0,1,0,0
5141,6.0,0,0,0,0,1,0,0,0,0
5142,5.6,0,0,0,0,1,0,0,0,0
5143,7.2,0,0,0,0,0,0,1,0,0
5144,7.5,0,0,0,0,0,0,1,0,0
5145,6.0,0,0,0,0,1,0,0,0,0
5146,5.6,0,0,0,0,1,0,0,0,0
5147,6.5,0,0,0,0,0,1,0,0,0
