,0,1,tomato_score
1360,58,100,58.0
1361,58,100,58.0
1362,58,100,58.0
1363,58,100,58.0
1364,58,100,58.0
1365,58,100,58.0
1366,58,100,58.0
1367,58,100,58.0
1368,58,100,58.0
1369,58,100,58.0
1370,58,100,58.0
1371,58,100,58.0
1372,58,100,58.0
1373,58,100,58.0
1374,58,100,58.0
1375,58,100,58.0
1376,58,100,58.0
1377,58,100,58.0
1378,58,100,58.0
1379,58,100,58.0
1380,58,100,58.0
1381,58,100,58.0
1382,58,100,58.0
1383,58,100,58.0
1384,58,100,58.0
1385,58,100,58.0
1386,58,100,58.0
1387,58,100,58.0
1388,58,100,58.0
1389,58,100,58.0
1390,58,100,58.0
1391,58,100,58.0
1392,58,100,58.0
1393,58,100,58.0
1394,58,100,58.0
1395,58,100,58.0
1396,58,100,58.0
1397,58,100,58.0
1398,58,100,58.0
1399,58,100,58.0
1400,58,100,58.0
1401,58,100,58.0
1402,58,100,58.0
1403,58,100,58.0
1404,58,100,58.0
1405,58,100,58.0
1406,58,100,58.0
1407,58,100,58.0
1408,58,100,58.0
1409,58,100,58.0
1410,58,100,58.0
1411,58,100,58.0
1412,58,100,58.0
1413,58,100,58.0
1414,58,100,58.0
1415,58,100,58.0
1416,58,100,58.0
1417,58,100,58.0
1418,58,100,58.0
1419,57,100,57.0
1420,57,100,57.0
1421,57,100,57.0
1422,57,100,57.0
1423,57,100,57.0
1424,57,100,57.0
1425,57,100,57.0
1426,57,100,57.0
1427,57,100,57.0
1428,57,100,57.0
1429,57,100,57.0
1430,57,100,57.0
1431,57,100,57.0
1432,57,100,57.0
1433,57,100,57.0
1434,57,100,57.0
1435,57,100,57.0
1436,57,100,57.0
1437,57,100,57.0
1438,57,100,57.0
1439,57,100,57.0
1440,57,100,57.0
1441,57,100,57.0
1442,57,100,57.0
1443,57,100,57.0
1444,57,100,57.0
1445,57,100,57.0
1446,57,100,57.0
1447,57,100,57.0
1448,57,100,57.0
1449,57,100,57.0
1450,57,100,57.0
1451,57,100,57.0
1452,57,100,57.0
1453,57,100,57.0
1454,57,100,57.0
1455,57,100,57.0
1456,57,100,57.0
1457,57,100,57.0
1458,57,100,57.0
1459,57,100,57.0
1460,57,100,57.0
1461,57,100,57.0
1462,57,100,57.0
1463,57,100,57.0
1464,57,100,57.0
1465,57,100,57.0
1466,57,100,57.0
1467,57,100,57.0
1468,57,100,57.0
1469,57,100,57.0
1470,57,100,57.0
1471,57,100,57.0
1472,57,100,57.0
1473,57,100,57.0
1474,57,100,57.0
1475,57,100,57.0
1476,57,100,57.0
1477,57,100,57.0
1478,57,100,57.0
1479,57,100,57.0
1480,57,100,57.0
1481,57,100,57.0
1482,57,100,57.0
1483,57,100,57.0
1484,57,100,57.0
1485,57,100,57.0
1486,57,100,57.0
1487,57,100,57.0
1488,57,100,57.0
1489,57,100,57.0
1490,57,100,57.0
1491,57,100,57.0
1492,57,100,57.0
1493,57,100,57.0
1494,57,100,57.0
1495,57,100,57.0
1496,57,100,57.0
1497,57,100,57.0
1498,57,100,57.0
1499,57,100,57.0
1500,57,100,57.0
1501,57,100,57.0
1502,57,100,57.0
1503,57,100,57.0
1504,57,100,57.0
1505,57,100,57.0
1506,57,100,57.0
1507,57,100,57.0
1508,57,100,57.0
1509,57,100,57.0
1510,57,100,57.0
1511,57,100,57.0
1512,57,100,57.0
1513,57,100,57.0
1514,57,100,57.0
1515,57,100,57.0
1516,57,100,57.0
1517,57,100,57.0
1518,57,100,57.0
1519,57,100,57.0
1520,57,100,57.0
1521,57,100,57.0
1522,57,100,57.0
1523,56,100,56.0
1524,56,100,56.0
1525,56,100,56.0
1526,56,100,56.0
1527,56,100,56.0
1528,56,100,56.0
1529,56,100,56.0
1530,56,100,56.0
1531,56,100,56.0
1532,56,100,56.0
1533,56,100,56.0
1534,56,100,56.0
1535,56,100,56.0
1536,56,100,56.0
1537,56,100,56.0
1538,56,100,56.0
1539,56,100,56.0
1540,56,100,56.0
1541,56,100,56.0
1542,56,100,56.0
1543,56,100,56.0
1544,56,100,56.0
1545,56,100,56.0
1546,56,100,56.0
1547,56,100,56.0
1548,56,100,56.0
1549,56,100,56.0
1550,56,100,56.0
1551,56,100,56.0
1552,56,100,56.0
1553,56,100,56.0
1554,56,100,56.0
1555,56,100,56.0
1556,56,100,56.0
1557,56,100,56.0
1558,56,100,56.0
1559,56,100,56.0
1560,56,100,56.0
1561,56,100,56.0
1562,56,100,56.0
1563,56,100,56.0
1564,56,100,56.0
1565,56,100,56.0
1566,56,100,56.0
1567,56,100,56.0
1568,56,100,56.0
1569,56,100,56.0
1570,56,100,56.0
1571,56,100,56.0
1572,56,100,56.0
1573,56,100,56.0
1574,56,100,56.0
1575,56,100,56.0
1576,56,100,56.0
1577,56,100,56.0
1578,56,100,56.0
1579,56,100,56.0
1580,56,100,56.0
1581,56,100,56.0
1582,56,100,56.0
1583,56,100,56.0
1584,56,100,56.0
1585,56,100,56.0
1586,56,100,56.0
1587,56,100,56.0
1588,56,100,56.0
1589,56,100,56.0
1590,56,100,56.0
1591,56,100,56.0
1592,56,100,56.0
1593,56,100,56.0
1594,56,100,56.0
1595,56,100,56.0
1596,56,100,56.0
1597,56,100,56.0
1598,56,100,56.0
1599,56,100,56.0
1600,56,100,56.0
1601,56,100,56.0
1602,56,100,56.0
1603,56,100,56.0
1604,56,100,56.0
1605,56,100,56.0
1606,56,100,56.0
1607,56,100,56.0
1608,56,100,56.0
1609,56,100,56.0
1610,56,100,56.0
1611,56,100,56.0
1612,56,100,56.0
1613,56,100,56.0
1614,56,100,56.0
1615,56,100,56.0
1616,56,100,56.0
1617,56,100,56.0
1618,56,100,56.0
1619,56,100,56.0
1620,56,100,56.0
1621,56,100,56.0
1622,56,100,56.0
1623,56,100,56.0
1624,56,100,56.0
1625,56,100,56.0
1626,56,100,56.0
1627,56,100,56.0
1628,56,100,56.0
1629,56,100,56.0
1630,56,100,56.0
1631,56,100,56.0
1632,56,100,56.0
1633,56,100,56.0
1634,56,100,56.0
1635,56,100,56.0
1636,55,100,55.0
1637,55,100,55.0
1638,55,100,55.0
1639,55,100,55.0
1640,55,100,55.0
1641,55,100,55.0
1642,55,100,55.0
1643,55,100,55.0
1644,55,100,55.0
1645,55,100,55.0
1646,55,100,55.0
1647,55,100,55.0
1648,55,100,55.0
1649,55,100,55.0
1650,55,100,55.0
1651,55,100,55.0
1652,55,100,55.0
1653,55,100,55.0
1654,55,100,55.0
1655,55,100,55.0
1656,55,100,55.0
1657,55,100,55.0
1658,55,100,55.0
1659,55,100,55.0
1660,55,100,55.0
1661,55,100,55.0
1662,55,100,55.0
1663,55,100,55.0
1664,55,100,55.0
1665,55,100,55.0
1666,55,100,55.0
1667,55,100,55.0
1668,55,100,55.0
1669,55,100,55.0
1670,55,100,55.0
1671,55,100,55.0
1672,55,100,55.0
1673,55,100,55.0
1674,55,100,55.0
1675,55,100,55.0
1676,55,100,55.0
1677,55,100,55.0
1678,55,100,55.0
1679,55,100,55.0
1680,55,100,55.0
1681,55,100,55.0
1682,55,100,55.0
1683,55,100,55.0
1684,55,100,55.0
1685,55,100,55.0
1686,55,100,55.0
1687,55,100,55.0
1688,55,100,55.0
1689,55,100,55.0
1690,55,100,55.0
1691,55,100,55.0
1692,55,100,55.0
1693,55,100,55.0
1694,55,100,55.0
1695,55,100,55.0
1696,55,100,55.0
1697,55,100,55.0
1698,55,100,55.0
1699,55,100,55.0
1700,55,100,55.0
1701,55,100,55.0
1702,55,100,55.0
1703,55,100,55.0
1704,55,100,55.0
1705,55,100,55.0
1706,55,100,55.0
1707,55,100,55.0
1708,55,100,55.0
1709,55,100,55.0
1710,55,100,55.0
1711,55,100,55.0
1712,55,100,55.0
1713,55,100,55.0
1714,55,100,55.0
1715,55,100,55.0
1716,55,100,55.0
1717,55,100,55.0
1718,55,100,55.0
1719,55,100,55.0
1720,55,100,55.0
1721,55,100,55.0
1722,55,100,55.0
1723,55,100,55.0
1724,55,100,55.0
1725,55,100,55.0
1726,55,100,55.0
1727,55,100,55.0
1728,55,100,55.0
1729,55,100,55.0
1730,55,100,55.0
1731,55,100,55.0
1732,55,100,55.0
1733,55,100,55.0
1734,55,100,55.0
1735,55,100,55.0
1736,55,100,55.0
1737,55,100,55.0
1738,55,100,55.0
1739,55,100,55.0
1740,55,100,55.0
1741,55,100,55.0
1742,55,100,55.0
1743,55,100,55.0
1744,55,100,55.0
1745,55,100,55.0
1746,54,100,54.0
1747,54,100,54.0
1748,54,100,54.0
1749,54,100,54.0
1750,54,100,54.0
1751,54,100,54.0
1752,54,100,54.0
1753,54,100,54.0
1754,54,100,54.0
1755,54,100,54.0
1756,54,100,54.0
1757,54,100,54.0
1758,54,100,54.0
1759,54,100,54.0
1760,54,100,54.0
1761,54,100,54.0
1762,54,100,54.0
1763,54,100,54.0
1764,54,100,54.0
1765,54,100,54.0
1766,54,100,54.0
1767,54,100,54.0
1768,54,100,54.0
1769,54,100,54.0
1770,54,100,54.0
1771,54,100,54.0
1772,54,100,54.0
1773,54,100,54.0
1774,54,100,54.0
1775,54,100,54.0
1776,54,100,54.0
1777,54,100,54.0
1778,54,100,54.0
1779,54,100,54.0
1780,54,100,54.0
1781,54,100,54.0
1782,54,100,54.0
1783,54,100,54.0
1784,54,100,54.0
1785,54,100,54.0
1786,54,100,54.0
1787,54,100,54.0
1788,54,100,54.0
1789,54,100,54.0
1790,54,100,54.0
1791,54,100,54.0
1792,54,100,54.0
1793,54,100,54.0
1794,54,100,54.0
1795,54,100,54.0
1796,54,100,54.0
1797,54,100,54.0
1798,54,100,54.0
1799,54,100,54.0
1800,54,100,54.0
1801,54,100,54.0
1802,54,100,54.0
1803,54,100,54.0
1804,54,100,54.0
1805,54,100,54.0
1806,54,100,54.0
1807,54,100,54.0
1808,54,100,54.0
1809,54,100,54.0
1810,54,100,54.0
1811,54,100,54.0
1812,54,100,54.0
1813,54,100,54.0
1814,54,100,54.0
1815,54,100,54.0
1816,54,100,54.0
1817,54,100,54.0
1818,54,100,54.0
1819,54,100,54.0
1820,54,100,54.0
1821,54,100,54.0
1822,54,100,54.0
1823,54,100,54.0
1824,54,100,54.0
1825,54,100,54.0
1826,54,100,54.0
1827,54,100,54.0
1828,54,100,54.0
1829,54,100,54.0
1830,54,100,54.0
1831,54,100,54.0
1832,54,100,54.0
1833,54,100,54.0
1834,54,100,54.0
1835,54,100,54.0
1836,54,100,54.0
1837,53,100,53.0
1838,53,100,53.0
1839,53,100,53.0
1840,53,100,53.0
1841,53,100,53.0
1842,53,100,53.0
1843,53,100,53.0
1844,53,100,53.0
1845,53,100,53.0
1846,53,100,53.0
1847,53,100,53.0
1848,53,100,53.0
1849,53,100,53.0
1850,53,100,53.0
1851,53,100,53.0
1852,53,100,53.0
1853,53,100,53.0
1854,53,100,53.0
1855,53,100,53.0
1856,53,100,53.0
1857,53,100,53.0
1858,53,100,53.0
1859,53,100,53.0
1860,53,100,53.0
1861,53,100,53.0
1862,53,100,53.0
1863,53,100,53.0
1864,53,100,53.0
1865,53,100,53.0
1866,53,100,53.0
1867,53,100,53.0
1868,53,100,53.0
1869,53,100,53.0
1870,53,100,53.0
1871,53,100,53.0
1872,53,100,53.0
1873,53,100,53.0
1874,53,100,53.0
1875,53,100,53.0
1876,53,100,53.0
1877,53,100,53.0
1878,53,100,53.0
1879,53,100,53.0
1880,53,100,53.0
1881,53,100,53.0
1882,53,100,53.0
1883,53,100,53.0
1884,53,100,53.0
1885,53,100,53.0
1886,53,100,53.0
1887,53,100,53.0
1888,53,100,53.0
1889,53,100,53.0
1890,53,100,53.0
1891,53,100,53.0
1892,53,100,53.0
1893,53,100,53.0
1894,53,100,53.0
1895,53,100,53.0
1896,53,100,53.0
1897,53,100,53.0
1898,53,100,53.0
1899,53,100,53.0
1900,53,100,53.0
1901,53,100,53.0
1902,53,100,53.0
1903,53,100,53.0
1904,53,100,53.0
1905,53,100,53.0
1906,53,100,53.0
1907,53,100,53.0
1908,53,100,53.0
1909,53,100,53.0
1910,53,100,53.0
1911,53,100,53.0
1912,53,100,53.0
1913,53,100,53.0
1914,53,100,53.0
1915,53,100,53.0
1916,53,100,53.0
1917,53,100,53.0
1918,53,100,53.0
1919,53,100,53.0
1920,53,100,53.0
1921,53,100,53.0
1922,53,100,53.0
1923,53,100,53.0
1924,53,100,53.0
1925,53,100,53.0
1926,53,100,53.0
1927,53,100,53.0
1928,53,100,53.0
1929,53,100,53.0
1930,53,100,53.0
1931,52,100,52.0
1932,52,100,52.0
1933,52,100,52.0
1934,52,100,52.0
1935,52,100,52.0
1936,52,100,52.0
1937,52,100,52.0
1938,52,100,52.0
1939,52,100,52.0
1940,52,100,52.0
1941,52,100,52.0
1942,52,100,52.0
1943,52,100,52.0
1944,52,100,52.0
1945,52,100,52.0
1946,52,100,52.0
1947,52,100,52.0
1948,52,100,52.0
1949,52,100,52.0
1950,52,100,52.0
1951,52,100,52.0
1952,52,100,52.0
1953,52,100,52.0
1954,52,100,52.0
1955,52,100,52.0
1956,52,100,52.0
1957,52,100,52.0
1958,52,100,52.0
1959,52,100,52.0
1960,52,100,52.0
1961,52,100,52.0
1962,52,100,52.0
1963,52,100,52.0
1964,52,100,52.0
1965,52,100,52.0
1966,52,100,52.0
1967,52,100,52.0
1968,52,100,52.0
1969,52,100,52.0
1970,52,100,52.0
1971,52,100,52.0
1972,52,100,52.0
1973,52,100,52.0
1974,52,100,52.0
1975,52,100,52.0
1976,52,100,52.0
1977,52,100,52.0
1978,52,100,52.0
1979,52,100,52.0
1980,52,100,52.0
1981,52,100,52.0
1982,52,100,52.0
1983,52,100,52.0
1984,52,100,52.0
1985,52,100,52.0
1986,52,100,52.0
1987,52,100,52.0
1988,52,100,52.0
1989,52,100,52.0
1990,52,100,52.0
1991,52,100,52.0
1992,52,100,52.0
1993,52,100,52.0
1994,52,100,52.0
1995,52,100,52.0
1996,52,100,52.0
1997,52,100,52.0
1998,52,100,52.0
1999,52,100,52.0
2000,52,100,52.0
2001,52,100,52.0
2002,52,100,52.0
2003,52,100,52.0
2004,52,100,52.0
2005,52,100,52.0
2006,52,100,52.0
2007,52,100,52.0
2008,52,100,52.0
2009,52,100,52.0
2010,52,100,52.0
2011,52,100,52.0
2012,52,100,52.0
2013,52,100,52.0
2014,52,100,52.0
2015,52,100,52.0
2016,52,100,52.0
2017,52,100,52.0
2018,52,100,52.0
2019,52,100,52.0
2020,52,100,52.0
2021,52,100,52.0
2022,52,100,52.0
2023,52,100,52.0
2024,52,100,52.0
2025,52,100,52.0
2026,52,100,52.0
2027,52,100,52.0
2028,52,100,52.0
2029,51,100,51.0
2030,51,100,51.0
2031,51,100,51.0
2032,51,100,51.0
2033,51,100,51.0
2034,51,100,51.0
2035,51,100,51.0
2036,51,100,51.0
2037,51,100,51.0
2038,51,100,51.0
2039,51,100,51.0
2040,51,100,51.0
2041,51,100,51.0
2042,51,100,51.0
2043,51,100,51.0
2044,51,100,51.0
2045,51,100,51.0
2046,51,100,51.0
2047,51,100,51.0
2048,51,100,51.0
2049,51,100,51.0
2050,51,100,51.0
2051,51,100,51.0
2052,51,100,51.0
2053,51,100,51.0
2054,51,100,51.0
2055,51,100,51.0
2056,51,100,51.0
2057,51,100,51.0
2058,51,100,51.0
2059,51,100,51.0
2060,51,100,51.0
2061,51,100,51.0
2062,51,100,51.0
2063,51,100,51.0
2064,51,100,51.0
2065,51,100,51.0
2066,51,100,51.0
2067,51,100,51.0
2068,51,100,51.0
2069,51,100,51.0
2070,51,100,51.0
2071,51,100,51.0
2072,51,100,51.0
2073,51,100,51.0
2074,51,100,51.0
2075,51,100,51.0
2076,51,100,51.0
2077,51,100,51.0
2078,51,100,51.0
2079,51,100,51.0
2080,51,100,51.0
2081,51,100,51.0
2082,51,100,51.0
2083,51,100,51.0
2084,51,100,51.0
2085,51,100,51.0
2086,51,100,51.0
2087,51,100,51.0
2088,51,100,51.0
2089,51,100,51.0
2090,51,100,51.0
2091,51,100,51.0
2092,51,100,51.0
2093,51,100,51.0
2094,51,100,51.0
2095,51,100,51.0
2096,51,100,51.0
2097,51,100,51.0
2098,51,100,51.0
2099,51,100,51.0
2100,51,100,51.0
2101,51,100,51.0
2102,51,100,51.0
2103,51,100,51.0
2104,51,100,51.0
2105,51,100,51.0
2106,51,100,51.0
2107,51,100,51.0
2108,51,100,51.0
2109,51,100,51.0
2110,51,100,51.0
2111,51,100,51.0
2112,51,100,51.0
2113,51,100,51.0
2114,51,100,51.0
2115,51,100,51.0
2116,51,100,51.0
2117,51,100,51.0
2118,51,100,51.0
2119,51,100,51.0
2120,51,100,51.0
2121,51,100,51.0
2122,51,100,51.0
2123,51,100,51.0
2124,51,100,51.0
2125,51,100,51.0
2126,51,100,51.0
2127,51,100,51.0
2128,51,100,51.0
2129,51,100,51.0
2130,51,100,51.0
2131,51,100,51.0
2132,51,100,51.0
2133,51,100,51.0
2134,51,100,51.0
2135,51,100,51.0
2136,51,100,51.0
2137,51,100,51.0
2138,51,100,51.0
2139,50,100,50.0
2140,50,100,50.0
2141,50,100,50.0
2142,50,100,50.0
2143,50,100,50.0
2144,50,100,50.0
2145,50,100,50.0
2146,50,100,50.0
2147,50,100,50.0
2148,50,100,50.0
2149,50,100,50.0
2150,50,100,50.0
2151,50,100,50.0
2152,50,100,50.0
2153,50,100,50.0
2154,50,100,50.0
2155,50,100,50.0
2156,50,100,50.0
2157,50,100,50.0
2158,50,100,50.0
2159,50,100,50.0
2160,50,100,50.0
2161,50,100,50.0
2162,50,100,50.0
2163,50,100,50.0
2164,50,100,50.0
2165,50,100,50.0
2166,50,100,50.0
2167,50,100,50.0
2168,50,100,50.0
2169,50,100,50.0
2170,50,100,50.0
2171,50,100,50.0
2172,50,100,50.0
2173,50,100,50.0
2174,50,100,50.0
2175,50,100,50.0
2176,50,100,50.0
2177,50,100,50.0
2178,50,100,50.0
2179,50,100,50.0
2180,50,100,50.0
2181,50,100,50.0
2182,50,100,50.0
2183,50,100,50.0
2184,50,100,50.0
2185,50,100,50.0
2186,50,100,50.0
2187,50,100,50.0
2188,50,100,50.0
2189,50,100,50.0
2190,50,100,50.0
2191,50,100,50.0
2192,50,100,50.0
2193,50,100,50.0
2194,50,100,50.0
2195,50,100,50.0
2196,50,100,50.0
2197,50,100,50.0
2198,50,100,50.0
2199,50,100,50.0
2200,50,100,50.0
2201,50,100,50.0
2202,50,100,50.0
2203,50,100,50.0
2204,50,100,50.0
2205,50,100,50.0
2206,50,100,50.0
2207,50,100,50.0
2208,50,100,50.0
2209,50,100,50.0
2210,50,100,50.0
2211,50,100,50.0
2212,50,100,50.0
2213,50,100,50.0
2214,50,100,50.0
2215,50,100,50.0
2216,50,100,50.0
2217,50,100,50.0
2218,50,100,50.0
2219,50,100,50.0
2220,50,100,50.0
2221,50,100,50.0
2222,50,100,50.0
2223,50,100,50.0
2224,50,100,50.0
2225,50,100,50.0
2226,50,100,50.0
2227,50,100,50.0
2228,50,100,50.0
2229,50,100,50.0
2230,50,100,50.0
2231,50,100,50.0
2232,50,100,50.0
2233,50,100,50.0
2234,50,100,50.0
2235,50,100,50.0
2236,50,100,50.0
2237,50,100,50.0
2238,50,100,50.0
2239,50,100,50.0
2240,50,100,50.0
2241,50,100,50.0
2242,50,100,50.0
2243,50,100,50.0
2244,50,100,50.0
2245,50,100,50.0
2246,50,100,50.0
2247,50,100,50.0
2248,50,100,50.0
2249,50,100,50.0
2250,50,100,50.0
2251,50,100,50.0
2252,50,100,50.0
2253,50,100,50.0
2254,50,100,50.0
2255,50,100,50.0
2256,50,100,50.0
2257,50,100,50.0
2258,50,100,50.0
2259,49,100,49.0
2260,49,100,49.0
2261,49,100,49.0
2262,49,100,49.0
2263,49,100,49.0
2264,49,100,49.0
2265,49,100,49.0
2266,49,100,49.0
2267,49,100,49.0
2268,49,100,49.0
2269,49,100,49.0
2270,49,100,49.0
2271,49,100,49.0
2272,49,100,49.0
2273,49,100,49.0
2274,49,100,49.0
2275,49,100,49.0
2276,49,100,49.0
2277,49,100,49.0
2278,49,100,49.0
2279,49,100,49.0
2280,49,100,49.0
2281,49,100,49.0
2282,49,100,49.0
2283,49,100,49.0
2284,49,100,49.0
2285,49,100,49.0
2286,49,100,49.0
2287,49,100,49.0
2288,49,100,49.0
2289,49,100,49.0
2290,49,100,49.0
2291,49,100,49.0
2292,49,100,49.0
2293,49,100,49.0
2294,49,100,49.0
2295,49,100,49.0
2296,49,100,49.0
2297,49,100,49.0
2298,49,100,49.0
2299,49,100,49.0
2300,49,100,49.0
2301,49,100,49.0
2302,49,100,49.0
2303,49,100,49.0
2304,49,100,49.0
2305,49,100,49.0
2306,49,100,49.0
2307,49,100,49.0
2308,49,100,49.0
2309,49,100,49.0
2310,49,100,49.0
2311,49,100,49.0
2312,49,100,49.0
2313,49,100,49.0
2314,49,100,49.0
2315,49,100,49.0
2316,49,100,49.0
2317,49,100,49.0
2318,49,100,49.0
2319,49,100,49.0
2320,49,100,49.0
2321,49,100,49.0
2322,49,100,49.0
2323,49,100,49.0
2324,49,100,49.0
2325,49,100,49.0
2326,49,100,49.0
2327,49,100,49.0
2328,49,100,49.0
2329,49,100,49.0
2330,49,100,49.0
2331,49,100,49.0
2332,49,100,49.0
2333,49,100,49.0
2334,49,100,49.0
2335,49,100,49.0
2336,49,100,49.0
2337,49,100,49.0
2338,49,100,49.0
2339,49,100,49.0
2340,49,100,49.0
2341,49,100,49.0
2342,49,100,49.0
2343,49,100,49.0
2344,49,100,49.0
2345,49,100,49.0
2346,49,100,49.0
2347,49,100,49.0
2348,49,100,49.0
2349,49,100,49.0
2350,49,100,49.0
2351,49,100,49.0
2352,49,100,49.0
2353,49,100,49.0
2354,49,100,49.0
2355,49,100,49.0
2356,49,100,49.0
2357,49,100,49.0
2358,49,100,49.0
2359,49,100,49.0
2360,49,100,49.0
2361,49,100,49.0
2362,49,100,49.0
2363,49,100,49.0
2364,49,100,49.0
2365,49,100,49.0
2366,49,100,49.0
2367,49,100,49.0
2368,49,100,49.0
2369,48,100,48.0
2370,48,100,48.0
2371,48,100,48.0
2372,48,100,48.0
2373,48,100,48.0
2374,48,100,48.0
2375,48,100,48.0
2376,48,100,48.0
2377,48,100,48.0
2378,48,100,48.0
2379,48,100,48.0
2380,48,100,48.0
2381,48,100,48.0
2382,48,100,48.0
2383,48,100,48.0
2384,48,100,48.0
2385,48,100,48.0
2386,48,100,48.0
2387,48,100,48.0
2388,48,100,48.0
2389,48,100,48.0
2390,48,100,48.0
2391,48,100,48.0
2392,48,100,48.0
2393,48,100,48.0
2394,48,100,48.0
2395,48,100,48.0
2396,48,100,48.0
2397,48,100,48.0
2398,48,100,48.0
2399,48,100,48.0
2400,48,100,48.0
2401,48,100,48.0
2402,48,100,48.0
2403,48,100,48.0
2404,48,100,48.0
2405,48,100,48.0
2406,48,100,48.0
2407,48,100,48.0
2408,48,100,48.0
2409,48,100,48.0
2410,48,100,48.0
2411,48,100,48.0
2412,48,100,48.0
2413,48,100,48.0
2414,48,100,48.0
2415,48,100,48.0
2416,48,100,48.0
2417,48,100,48.0
2418,48,100,48.0
2419,48,100,48.0
2420,48,100,48.0
2421,48,100,48.0
2422,48,100,48.0
2423,48,100,48.0
2424,48,100,48.0
2425,48,100,48.0
2426,48,100,48.0
2427,48,100,48.0
2428,48,100,48.0
2429,48,100,48.0
2430,48,100,48.0
2431,48,100,48.0
2432,48,100,48.0
2433,48,100,48.0
2434,48,100,48.0
2435,48,100,48.0
2436,48,100,48.0
2437,48,100,48.0
2438,48,100,48.0
2439,48,100,48.0
2440,48,100,48.0
2441,48,100,48.0
2442,48,100,48.0
2443,48,100,48.0
2444,48,100,48.0
2445,48,100,48.0
2446,48,100,48.0
2447,48,100,48.0
2448,48,100,48.0
2449,48,100,48.0
2450,48,100,48.0
2451,48,100,48.0
2452,48,100,48.0
2453,48,100,48.0
2454,48,100,48.0
2455,48,100,48.0
2456,48,100,48.0
2457,48,100,48.0
2458,48,100,48.0
2459,48,100,48.0
2460,48,100,48.0
2461,48,100,48.0
2462,48,100,48.0
2463,48,100,48.0
2464,48,100,48.0
2465,48,100,48.0
2466,48,100,48.0
2467,48,100,48.0
2468,48,100,48.0
2469,48,100,48.0
2470,48,100,48.0
2471,48,100,48.0
2472,48,100,48.0
2473,48,100,48.0
2474,48,100,48.0
2475,48,100,48.0
2476,48,100,48.0
2477,48,100,48.0
2478,48,100,48.0
2479,48,100,48.0
2480,48,100,48.0
2481,48,100,48.0
2482,48,100,48.0
2483,47,100,47.0
2484,47,100,47.0
2485,47,100,47.0
2486,47,100,47.0
2487,47,100,47.0
2488,47,100,47.0
2489,47,100,47.0
2490,47,100,47.0
2491,47,100,47.0
2492,47,100,47.0
2493,47,100,47.0
2494,47,100,47.0
2495,47,100,47.0
2496,47,100,47.0
2497,47,100,47.0
2498,47,100,47.0
2499,47,100,47.0
2500,47,100,47.0
2501,47,100,47.0
2502,47,100,47.0
2503,47,100,47.0
2504,47,100,47.0
2505,47,100,47.0
2506,47,100,47.0
2507,47,100,47.0
2508,47,100,47.0
2509,47,100,47.0
2510,47,100,47.0
2511,47,100,47.0
2512,47,100,47.0
2513,47,100,47.0
2514,47,100,47.0
2515,47,100,47.0
2516,47,100,47.0
2517,47,100,47.0
2518,47,100,47.0
2519,47,100,47.0
2520,47,100,47.0
2521,47,100,47.0
2522,47,100,47.0
2523,47,100,47.0
2524,47,100,47.0
2525,47,100,47.0
2526,47,100,47.0
2527,47,100,47.0
2528,47,100,47.0
2529,47,100,47.0
2530,47,100,47.0
2531,47,100,47.0
2532,47,100,47.0
2533,47,100,47.0
2534,47,100,47.0
2535,47,100,47.0
2536,47,100,47.0
2537,47,100,47.0
2538,47,100,47.0
2539,47,100,47.0
2540,47,100,47.0
2541,47,100,47.0
2542,47,100,47.0
2543,47,100,47.0
2544,47,100,47.0
2545,47,100,47.0
2546,47,100,47.0
2547,47,100,47.0
2548,47,100,47.0
2549,47,100,47.0
2550,47,100,47.0
2551,47,100,47.0
2552,47,100,47.0
2553,47,100,47.0
2554,47,100,47.0
2555,47,100,47.0
2556,47,100,47.0
2557,47,100,47.0
2558,47,100,47.0
2559,47,100,47.0
2560,47,100,47.0
2561,47,100,47.0
2562,47,100,47.0
2563,47,100,47.0
2564,47,100,47.0
2565,47,100,47.0
2566,47,100,47.0
2567,47,100,47.0
2568,47,100,47.0
2569,47,100,47.0
2570,47,100,47.0
2571,47,100,47.0
2572,47,100,47.0
2573,47,100,47.0
2574,47,100,47.0
2575,46,100,46.0
2576,46,100,46.0
2577,46,100,46.0
2578,46,100,46.0
2579,46,100,46.0
2580,46,100,46.0
2581,46,100,46.0
2582,46,100,46.0
2583,46,100,46.0
2584,46,100,46.0
2585,46,100,46.0
2586,46,100,46.0
2587,46,100,46.0
2588,46,100,46.0
2589,46,100,46.0
2590,46,100,46.0
2591,46,100,46.0
2592,46,100,46.0
2593,46,100,46.0
2594,46,100,46.0
2595,46,100,46.0
2596,46,100,46.0
2597,46,100,46.0
2598,46,100,46.0
2599,46,100,46.0
2600,46,100,46.0
2601,46,100,46.0
2602,46,100,46.0
2603,46,100,46.0
2604,46,100,46.0
2605,46,100,46.0
2606,46,100,46.0
2607,46,100,46.0
2608,46,100,46.0
2609,46,100,46.0
2610,46,100,46.0
2611,46,100,46.0
2612,46,100,46.0
2613,46,100,46.0
2614,46,100,46.0
2615,46,100,46.0
2616,46,100,46.0
2617,46,100,46.0
2618,46,100,46.0
2619,46,100,46.0
2620,46,100,46.0
2621,46,100,46.0
2622,46,100,46.0
2623,46,100,46.0
2624,46,100,46.0
2625,46,100,46.0
2626,46,100,46.0
2627,46,100,46.0
2628,46,100,46.0
2629,46,100,46.0
2630,46,100,46.0
