,0,1,tomato_score
603,68,100,68.0
604,68,100,68.0
605,68,100,68.0
606,68,100,68.0
607,68,100,68.0
608,68,100,68.0
609,68,100,68.0
610,68,100,68.0
611,68,100,68.0
612,68,100,68.0
613,68,100,68.0
614,68,100,68.0
615,68,100,68.0
616,68,100,68.0
617,68,100,68.0
618,68,100,68.0
619,68,100,68.0
620,68,100,68.0
621,68,100,68.0
622,68,100,68.0
623,68,100,68.0
624,68,100,68.0
625,68,100,68.0
626,68,100,68.0
627,68,100,68.0
628,68,100,68.0
629,68,100,68.0
630,68,100,68.0
631,68,100,68.0
632,68,100,68.0
633,68,100,68.0
634,68,100,68.0
635,68,100,68.0
636,68,100,68.0
637,68,100,68.0
638,68,100,68.0
639,68,100,68.0
640,68,100,68.0
641,68,100,68.0
642,68,100,68.0
643,68,100,68.0
644,67,100,67.0
645,67,100,67.0
646,67,100,67.0
647,67,100,67.0
648,67,100,67.0
649,67,100,67.0
650,67,100,67.0
651,67,100,67.0
652,67,100,67.0
653,67,100,67.0
654,67,100,67.0
655,67,100,67.0
656,67,100,67.0
657,67,100,67.0
658,67,100,67.0
659,67,100,67.0
660,67,100,67.0
661,67,100,67.0
662,67,100,67.0
663,67,100,67.0
664,67,100,67.0
665,67,100,67.0
666,67,100,67.0
667,67,100,67.0
668,67,100,67.0
669,67,100,67.0
670,67,100,67.0
671,67,100,67.0
672,67,100,67.0
673,67,100,67.0
674,67,100,67.0
675,67,100,67.0
676,67,100,67.0
677,67,100,67.0
678,67,100,67.0
679,67,100,67.0
680,67,100,67.0
681,67,100,67.0
682,67,100,67.0
683,67,100,67.0
684,67,100,67.0
685,67,100,67.0
686,67,100,67.0
687,67,100,67.0
688,67,100,67.0
689,67,100,67.0
690,67,100,67.0
691,67,100,67.0
692,67,100,67.0
693,67,100,67.0
694,67,100,67.0
695,67,100,67.0
696,67,100,67.0
697,67,100,67.0
698,67,100,67.0
699,67,100,67.0
700,67,100,67.0
701,67,100,67.0
702,67,100,67.0
703,67,100,67.0
704,67,100,67.0
705,67,100,67.0
706,67,100,67.0
707,67,100,67.0
708,67,100,67.0
709,67,100,67.0
710,67,100,67.0
711,67,100,67.0
712,67,100,67.0
713,67,100,67.0
714,66,100,66.0
715,66,100,66.0
716,66,100,66.0
717,66,100,66.0
718,66,100,66.0
719,66,100,66.0
720,66,100,66.0
721,66,100,66.0
722,66,100,66.0
723,66,100,66.0
724,66,100,66.0
725,66,100,66.0
726,66,100,66.0
727,66,100,66.0
728,66,100,66.0
729,66,100,66.0
730,66,100,66.0
731,66,100,66.0
732,66,100,66.0
733,66,100,66.0
734,66,100,66.0
735,66,100,66.0
736,66,100,66.0
737,66,100,66.0
738,66,100,66.0
739,66,100,66.0
740,66,100,66.0
741,66,100,66.0
742,66,100,66.0
743,66,100,66.0
744,66,100,66.0
745,66,100,66.0
746,66,100,66.0
747,66,100,66.0
748,66,100,66.0
749,66,100,66.0
750,66,100,66.0
751,66,100,66.0
752,66,100,66.0
753,66,100,66.0
754,66,100,66.0
755,66,100,66.0
756,66,100,66.0
757,66,100,66.0
758,66,100,66.0
759,66,100,66.0
760,66,100,66.0
761,66,100,66.0
762,66,100,66.0
763,66,100,66.0
764,66,100,66.0
765,66,100,66.0
766,66,100,66.0
767,66,100,66.0
768,66,100,66.0
769,65,100,65.0
770,65,100,65.0
771,65,100,65.0
772,65,100,65.0
773,65,100,65.0
774,65,100,65.0
775,65,100,65.0
776,65,100,65.0
777,65,100,65.0
778,65,100,65.0
779,65,100,65.0
780,65,100,65.0
781,65,100,65.0
782,65,100,65.0
783,65,100,65.0
784,65,100,65.0
785,65,100,65.0
786,65,100,65.0
787,65,100,65.0
788,65,100,65.0
789,65,100,65.0
790,65,100,65.0
791,65,100,65.0
792,65,100,65.0
793,65,100,65.0
794,65,100,65.0
795,65,100,65.0
796,65,100,65.0
797,65,100,65.0
798,65,100,65.0
799,65,100,65.0
800,65,100,65.0
801,65,100,65.0
802,65,100,65.0
803,65,100,65.0
804,65,100,65.0
805,65,100,65.0
806,65,100,65.0
807,65,100,65.0
808,65,100,65.0
809,65,100,65.0
810,65,100,65.0
811,65,100,65.0
812,65,100,65.0
813,65,100,65.0
814,65,100,65.0
815,65,100,65.0
816,65,100,65.0
817,65,100,65.0
818,65,100,65.0
819,65,100,65.0
820,65,100,65.0
821,65,100,65.0
822,65,100,65.0
823,65,100,65.0
824,65,100,65.0
825,65,100,65.0
826,65,100,65.0
827,65,100,65.0
828,65,100,65.0
829,65,100,65.0
830,65,100,65.0
831,64,100,64.0
832,64,100,64.0
833,64,100,64.0
834,64,100,64.0
835,64,100,64.0
836,64,100,64.0
837,64,100,64.0
838,64,100,64.0
839,64,100,64.0
840,64,100,64.0
841,64,100,64.0
842,64,100,64.0
843,64,100,64.0
844,64,100,64.0
845,64,100,64.0
846,64,100,64.0
847,64,100,64.0
848,64,100,64.0
849,64,100,64.0
850,64,100,64.0
851,64,100,64.0
852,64,100,64.0
853,64,100,64.0
854,64,100,64.0
855,64,100,64.0
856,64,100,64.0
857,64,100,64.0
858,64,100,64.0
859,64,100,64.0
860,64,100,64.0
861,64,100,64.0
862,64,100,64.0
863,64,100,64.0
864,64,100,64.0
865,64,100,64.0
866,64,100,64.0
867,64,100,64.0
868,64,100,64.0
869,64,100,64.0
870,64,100,64.0
871,64,100,64.0
872,64,100,64.0
873,64,100,64.0
874,64,100,64.0
875,64,100,64.0
876,64,100,64.0
877,64,100,64.0
878,64,100,64.0
879,64,100,64.0
880,64,100,64.0
881,64,100,64.0
882,64,100,64.0
883,64,100,64.0
884,64,100,64.0
885,64,100,64.0
886,64,100,64.0
887,64,100,64.0
888,64,100,64.0
889,64,100,64.0
890,64,100,64.0
891,64,100,64.0
892,64,100,64.0
893,64,100,64.0
894,64,100,64.0
895,64,100,64.0
896,64,100,64.0
897,64,100,64.0
898,64,100,64.0
899,64,100,64.0
900,64,100,64.0
901,64,100,64.0
902,64,100,64.0
903,64,100,64.0
904,64,100,64.0
905,64,100,64.0
906,64,100,64.0
907,64,100,64.0
908,64,100,64.0
909,63,100,63.0
910,63,100,63.0
911,63,100,63.0
912,63,100,63.0
913,63,100,63.0
914,63,100,63.0
915,63,100,63.0
916,63,100,63.0
917,63,100,63.0
918,63,100,63.0
919,63,100,63.0
920,63,100,63.0
921,63,100,63.0
922,63,100,63.0
923,63,100,63.0
924,63,100,63.0
925,63,100,63.0
926,63,100,63.0
927,63,100,63.0
928,63,100,63.0
929,63,100,63.0
930,63,100,63.0
931,63,100,63.0
932,63,100,63.0
933,63,100,63.0
934,63,100,63.0
935,63,100,63.0
936,63,100,63.0
937,63,100,63.0
938,63,100,63.0
939,63,100,63.0
940,63,100,63.0
941,63,100,63.0
942,63,100,63.0
943,63,100,63.0
944,63,100,63.0
945,63,100,63.0
946,63,100,63.0
947,63,100,63.0
948,63,100,63.0
949,63,100,63.0
950,63,100,63.0
951,63,100,63.0
952,63,100,63.0
953,63,100,63.0
954,63,100,63.0
955,63,100,63.0
956,63,100,63.0
957,63,100,63.0
958,63,100,63.0
959,63,100,63.0
960,63,100,63.0
961,63,100,63.0
962,63,100,63.0
963,63,100,63.0
964,63,100,63.0
965,63,100,63.0
966,63,100,63.0
967,63,100,63.0
968,63,100,63.0
969,63,100,63.0
970,63,100,63.0
971,63,100,63.0
972,63,100,63.0
973,63,100,63.0
974,63,100,63.0
975,63,100,63.0
976,63,100,63.0
977,63,100,63.0
978,63,100,63.0
979,63,100,63.0
980,63,100,63.0
981,63,100,63.0
982,63,100,63.0
983,63,100,63.0
984,63,100,63.0
985,63,100,63.0
986,63,100,63.0
987,63,100,63.0
988,63,100,63.0
989,63,100,63.0
990,63,100,63.0
991,62,100,62.0
992,62,100,62.0
993,62,100,62.0
994,62,100,62.0
995,62,100,62.0
996,62,100,62.0
997,62,100,62.0
998,62,100,62.0
999,62,100,62.0
1000,62,100,62.0
1001,62,100,62.0
1002,62,100,62.0
1003,62,100,62.0
1004,62,100,62.0
1005,62,100,62.0
1006,62,100,62.0
1007,62,100,62.0
1008,62,100,62.0
1009,62,100,62.0
1010,62,100,62.0
1011,62,100,62.0
1012,62,100,62.0
1013,62,100,62.0
1014,62,100,62.0
1015,62,100,62.0
1016,62,100,62.0
1017,62,100,62.0
1018,62,100,62.0
1019,62,100,62.0
1020,62,100,62.0
1021,62,100,62.0
1022,62,100,62.0
1023,62,100,62.0
1024,62,100,62.0
1025,62,100,62.0
1026,62,100,62.0
1027,62,100,62.0
1028,62,100,62.0
1029,62,100,62.0
1030,62,100,62.0
1031,62,100,62.0
1032,62,100,62.0
1033,62,100,62.0
1034,62,100,62.0
1035,62,100,62.0
1036,62,100,62.0
1037,62,100,62.0
1038,62,100,62.0
1039,62,100,62.0
1040,62,100,62.0
1041,62,100,62.0
1042,62,100,62.0
1043,62,100,62.0
1044,62,100,62.0
1045,62,100,62.0
1046,62,100,62.0
1047,62,100,62.0
1048,62,100,62.0
1049,62,100,62.0
1050,62,100,62.0
1051,62,100,62.0
1052,62,100,62.0
1053,62,100,62.0
1054,62,100,62.0
1055,62,100,62.0
1056,62,100,62.0
1057,61,100,61.0
1058,61,100,61.0
1059,61,100,61.0
1060,61,100,61.0
1061,61,100,61.0
1062,61,100,61.0
1063,61,100,61.0
1064,61,100,61.0
1065,61,100,61.0
1066,61,100,61.0
1067,61,100,61.0
1068,61,100,61.0
1069,61,100,61.0
1070,61,100,61.0
1071,61,100,61.0
1072,61,100,61.0
1073,61,100,61.0
1074,61,100,61.0
1075,61,100,61.0
1076,61,100,61.0
1077,61,100,61.0
1078,61,100,61.0
1079,61,100,61.0
1080,61,100,61.0
1081,61,100,61.0
1082,61,100,61.0
1083,61,100,61.0
1084,61,100,61.0
1085,61,100,61.0
1086,61,100,61.0
1087,61,100,61.0
1088,61,100,61.0
1089,61,100,61.0
1090,61,100,61.0
1091,61,100,61.0
1092,61,100,61.0
1093,61,100,61.0
1094,61,100,61.0
1095,61,100,61.0
1096,61,100,61.0
1097,61,100,61.0
1098,61,100,61.0
1099,61,100,61.0
1100,61,100,61.0
1101,61,100,61.0
1102,61,100,61.0
1103,61,100,61.0
1104,61,100,61.0
1105,61,100,61.0
1106,61,100,61.0
1107,61,100,61.0
1108,61,100,61.0
1109,61,100,61.0
1110,61,100,61.0
1111,61,100,61.0
1112,61,100,61.0
1113,61,100,61.0
1114,61,100,61.0
1115,61,100,61.0
1116,61,100,61.0
1117,61,100,61.0
1118,61,100,61.0
1119,61,100,61.0
1120,61,100,61.0
1121,61,100,61.0
1122,61,100,61.0
1123,61,100,61.0
1124,61,100,61.0
1125,61,100,61.0
1126,61,100,61.0
1127,61,100,61.0
1128,61,100,61.0
1129,61,100,61.0
1130,61,100,61.0
1131,60,100,60.0
1132,60,100,60.0
1133,60,100,60.0
1134,60,100,60.0
1135,60,100,60.0
1136,60,100,60.0
1137,60,100,60.0
1138,60,100,60.0
1139,60,100,60.0
1140,60,100,60.0
1141,60,100,60.0
1142,60,100,60.0
1143,60,100,60.0
1144,60,100,60.0
1145,60,100,60.0
1146,60,100,60.0
1147,60,100,60.0
1148,60,100,60.0
1149,60,100,60.0
1150,60,100,60.0
1151,60,100,60.0
1152,60,100,60.0
1153,60,100,60.0
1154,60,100,60.0
1155,60,100,60.0
1156,60,100,60.0
1157,60,100,60.0
1158,60,100,60.0
1159,60,100,60.0
1160,60,100,60.0
1161,60,100,60.0
1162,60,100,60.0
1163,60,100,60.0
1164,60,100,60.0
1165,60,100,60.0
1166,60,100,60.0
1167,60,100,60.0
1168,60,100,60.0
1169,60,100,60.0
1170,60,100,60.0
1171,60,100,60.0
1172,60,100,60.0
1173,60,100,60.0
1174,60,100,60.0
1175,60,100,60.0
1176,60,100,60.0
1177,60,100,60.0
1178,60,100,60.0
1179,60,100,60.0
1180,60,100,60.0
1181,60,100,60.0
1182,60,100,60.0
1183,60,100,60.0
1184,60,100,60.0
1185,60,100,60.0
1186,60,100,60.0
1187,60,100,60.0
1188,60,100,60.0
1189,60,100,60.0
1190,60,100,60.0
1191,60,100,60.0
1192,60,100,60.0
1193,60,100,60.0
1194,60,100,60.0
1195,60,100,60.0
1196,60,100,60.0
1197,60,100,60.0
1198,60,100,60.0
1199,60,100,60.0
1200,60,100,60.0
1201,60,100,60.0
1202,60,100,60.0
1203,60,100,60.0
1204,60,100,60.0
1205,60,100,60.0
1206,60,100,60.0
1207,60,100,60.0
1208,60,100,60.0
1209,60,100,60.0
1210,60,100,60.0
1211,60,100,60.0
1212,60,100,60.0
1213,60,100,60.0
1214,60,100,60.0
1215,60,100,60.0
1216,60,100,60.0
1217,60,100,60.0
1218,60,100,60.0
1219,60,100,60.0
1220,60,100,60.0
1221,60,100,60.0
1222,60,100,60.0
1223,60,100,60.0
1224,60,100,60.0
1225,60,100,60.0
1226,60,100,60.0
1227,60,100,60.0
1228,59,100,59.0
1229,59,100,59.0
1230,59,100,59.0
1231,59,100,59.0
1232,59,100,59.0
1233,59,100,59.0
1234,59,100,59.0
1235,59,100,59.0
1236,59,100,59.0
1237,59,100,59.0
1238,59,100,59.0
1239,59,100,59.0
1240,59,100,59.0
1241,59,100,59.0
1242,59,100,59.0
1243,59,100,59.0
1244,59,100,59.0
1245,59,100,59.0
1246,59,100,59.0
1247,59,100,59.0
1248,59,100,59.0
1249,59,100,59.0
1250,59,100,59.0
1251,59,100,59.0
1252,59,100,59.0
1253,59,100,59.0
1254,59,100,59.0
1255,59,100,59.0
1256,59,100,59.0
1257,59,100,59.0
1258,59,100,59.0
1259,59,100,59.0
1260,59,100,59.0
1261,59,100,59.0
1262,59,100,59.0
1263,59,100,59.0
1264,59,100,59.0
1265,59,100,59.0
1266,59,100,59.0
1267,59,100,59.0
1268,59,100,59.0
1269,59,100,59.0
1270,59,100,59.0
1271,59,100,59.0
1272,59,100,59.0
1273,59,100,59.0
1274,59,100,59.0
1275,59,100,59.0
1276,59,100,59.0
1277,59,100,59.0
1278,59,100,59.0
1279,59,100,59.0
1280,59,100,59.0
1281,59,100,59.0
1282,59,100,59.0
1283,59,100,59.0
1284,59,100,59.0
1285,59,100,59.0
1286,59,100,59.0
1287,59,100,59.0
1288,59,100,59.0
1289,59,100,59.0
1290,59,100,59.0
1291,59,100,59.0
1292,59,100,59.0
1293,59,100,59.0
1294,59,100,59.0
1295,59,100,59.0
1296,59,100,59.0
1297,59,100,59.0
1298,59,100,59.0
1299,59,100,59.0
1300,59,100,59.0
1301,59,100,59.0
1302,59,100,59.0
1303,59,100,59.0
1304,59,100,59.0
1305,59,100,59.0
1306,59,100,59.0
1307,59,100,59.0
1308,59,100,59.0
1309,59,100,59.0
1310,59,100,59.0
1311,59,100,59.0
1312,59,100,59.0
1313,59,100,59.0
1314,59,100,59.0
1315,59,100,59.0
1316,59,100,59.0
1317,59,100,59.0
1318,59,100,59.0
1319,59,100,59.0
1320,59,100,59.0
1321,59,100,59.0
1322,59,100,59.0
1323,59,100,59.0
1324,59,100,59.0
1325,59,100,59.0
1326,59,100,59.0
1327,59,100,59.0
1328,59,100,59.0
1329,59,100,59.0
1330,59,100,59.0
1331,59,100,59.0
1332,59,100,59.0
1333,58,100,58.0
1334,58,100,58.0
1335,58,100,58.0
1336,58,100,58.0
1337,58,100,58.0
1338,58,100,58.0
1339,58,100,58.0
1340,58,100,58.0
1341,58,100,58.0
1342,58,100,58.0
1343,58,100,58.0
1344,58,100,58.0
1345,58,100,58.0
1346,58,100,58.0
1347,58,100,58.0
1348,58,100,58.0
1349,58,100,58.0
1350,58,100,58.0
1351,58,100,58.0
1352,58,100,58.0
1353,58,100,58.0
1354,58,100,58.0
1355,58,100,58.0
1356,58,100,58.0
1357,58,100,58.0
1358,58,100,58.0
1359,58,100,58.0
